Percentage served,Time in ms
0,10.223
1,22.935
2,24.235
3,25.592
4,26.689
5,30.165
6,31.336
7,31.442
8,31.548
9,31.581
10,31.596
11,31.606
12,31.620
13,31.633
14,31.644
15,31.653
16,31.664
17,31.676
18,31.691
19,31.701
20,31.711
21,31.723
22,31.737
23,31.749
24,31.778
25,31.813
26,31.850
27,31.886
28,31.934
29,31.972
30,31.995
31,32.012
32,32.036
33,32.111
34,32.194
35,32.239
36,32.310
37,32.418
38,32.475
39,32.538
40,32.646
41,32.747
42,32.792
43,32.881
44,32.998
45,33.075
46,33.181
47,33.275
48,33.375
49,33.516
50,33.925
51,34.234
52,34.396
53,34.495
54,34.581
55,34.630
56,34.683
57,34.743
58,34.820
59,34.914
60,35.024
61,35.318
62,35.616
63,35.822
64,36.124
65,36.531
66,36.795
67,37.259
68,37.540
69,37.847
70,38.841
71,40.143
72,41.033
73,41.257
74,41.760
75,42.160
76,44.778
77,47.255
78,50.518
79,50.995
80,56.839
81,65.912
82,222.897
83,831.823
84,835.638
85,836.864
86,837.637
87,837.815
88,838.143
89,838.627
90,838.924
91,839.235
92,839.433
93,839.568
94,840.800
95,842.147
96,848.213
97,856.996
98,902.128
99,13669.381
100,13965.161
