Percentage served,Time in ms
0,24.475
1,30.740
2,31.097
3,31.177
4,31.201
5,31.226
6,31.239
7,31.253
8,31.263
9,31.272
10,31.281
11,31.290
12,31.297
13,31.303
14,31.308
15,31.315
16,31.321
17,31.329
18,31.337
19,31.346
20,31.354
21,31.362
22,31.373
23,31.385
24,31.401
25,31.418
26,31.446
27,31.467
28,31.485
29,31.510
30,31.532
31,31.552
32,31.569
33,31.589
34,31.609
35,31.626
36,31.639
37,31.650
38,31.659
39,31.669
40,31.679
41,31.692
42,31.700
43,31.706
44,31.711
45,31.717
46,31.723
47,31.729
48,31.735
49,31.743
50,31.758
51,31.780
52,31.815
53,31.863
54,31.901
55,31.916
56,31.925
57,31.933
58,31.938
59,31.944
60,31.950
61,31.954
62,31.959
63,31.965
64,31.971
65,31.977
66,31.985
67,31.997
68,32.026
69,32.057
70,32.077
71,32.104
72,32.148
73,32.174
74,32.194
75,32.208
76,32.225
77,32.250
78,32.290
79,32.363
80,32.422
81,32.617
82,33.051
83,33.623
84,35.108
85,37.167
86,38.015
87,41.180
88,42.262
89,50.649
90,222.570
91,631.115
92,634.981
93,635.931
94,637.057
95,637.939
96,638.240
97,641.502
98,647.033
99,6988.384
100,7010.247
