Percentage served,Time in ms
0,29.613
1,31.442
2,31.476
3,31.499
4,31.514
5,31.525
6,31.540
7,31.554
8,31.587
9,31.607
10,31.624
11,31.660
12,31.682
13,31.714
14,31.725
15,31.734
16,31.744
17,31.754
18,31.761
19,31.773
20,31.781
21,31.791
22,31.802
23,31.813
24,31.825
25,31.836
26,31.848
27,31.862
28,31.873
29,31.889
30,31.912
31,31.940
32,31.963
33,32.001
34,32.058
35,32.105
36,32.138
37,32.211
38,32.313
39,32.349
40,32.389
41,32.417
42,32.446
43,32.465
44,32.489
45,32.513
46,32.538
47,32.556
48,32.575
49,32.597
50,32.612
51,32.633
52,32.655
53,32.678
54,32.709
55,32.762
56,32.865
57,32.962
58,33.110
59,33.246
60,33.510
61,33.942
62,34.174
63,34.499
64,34.814
65,34.961
66,35.338
67,35.851
68,37.401
69,38.788
70,41.694
71,44.030
72,45.409
73,50.031
74,60.587
75,67.773
76,85.531
77,234.124
78,732.142
79,736.002
80,737.397
81,737.817
82,738.485
83,738.734
84,740.101
85,742.405
86,748.064
87,3570.295
88,7306.690
89,7493.696
90,7531.830
91,8092.375
92,8187.944
93,8212.573
94,9108.059
95,9712.281
96,9739.117
97,10978.376
98,13571.576
99,14638.692
100,32641.597
