Percentage served,Time in ms
0,30.501
1,31.262
2,31.324
3,31.343
4,31.355
5,31.368
6,31.374
7,31.380
8,31.385
9,31.392
10,31.398
11,31.403
12,31.408
13,31.414
14,31.425
15,31.442
16,31.458
17,31.499
18,31.530
19,31.574
20,31.590
21,31.604
22,31.612
23,31.630
24,31.646
25,31.661
26,31.675
27,31.686
28,31.695
29,31.703
30,31.713
31,31.722
32,31.732
33,31.741
34,31.758
35,31.780
36,31.792
37,31.803
38,31.813
39,31.827
40,31.838
41,31.850
42,31.863
43,31.876
44,31.889
45,31.903
46,31.914
47,31.924
48,31.937
49,31.949
50,31.959
51,31.972
52,31.983
53,31.994
54,32.004
55,32.013
56,32.022
57,32.032
58,32.042
59,32.053
60,32.065
61,32.082
62,32.099
63,32.113
64,32.126
65,32.141
66,32.181
67,32.225
68,32.273
69,32.306
70,32.350
71,32.399
72,32.444
73,32.508
74,32.561
75,32.592
76,32.654
77,32.716
78,32.803
79,32.948
80,33.030
81,33.121
82,33.259
83,33.354
84,33.881
85,34.688
86,37.431
87,39.854
88,41.712
89,50.013
90,214.282
91,236.162
92,635.208
93,637.276
94,637.430
95,638.527
96,639.366
97,642.359
98,6838.763
99,6863.369
100,32787.249
