Percentage served,Time in ms
0,24.641
1,30.762
2,31.195
3,31.255
4,31.289
5,31.321
6,31.407
7,31.539
8,31.618
9,31.650
10,31.670
11,31.684
12,31.694
13,31.700
14,31.708
15,31.714
16,31.718
17,31.723
18,31.728
19,31.738
20,31.752
21,31.765
22,31.779
23,31.791
24,31.801
25,31.814
26,31.824
27,31.840
28,31.873
29,31.908
30,31.937
31,31.947
32,31.956
33,31.964
34,31.977
35,31.990
36,32.009
37,32.025
38,32.038
39,32.053
40,32.088
41,32.133
42,32.168
43,32.185
44,32.200
45,32.216
46,32.252
47,32.284
48,32.307
49,32.343
50,32.375
51,32.402
52,32.435
53,32.465
54,32.501
55,32.556
56,32.649
57,32.704
58,32.761
59,32.921
60,33.031
61,33.268
62,33.452
63,33.749
64,34.516
65,34.777
66,35.307
67,36.172
68,37.497
69,39.901
70,41.724
71,42.093
72,45.974
73,51.009
74,66.539
75,77.388
76,217.404
77,730.970
78,735.212
79,736.861
80,737.830
81,738.460
82,738.801
83,739.590
84,742.382
85,748.189
86,863.536
87,7267.893
88,7460.594
89,7597.582
90,7699.145
91,8153.442
92,8174.630
93,8208.108
94,9146.704
95,9177.935
96,11048.584
97,13530.498
98,14881.500
99,14908.537
100,32790.957
