Percentage served,Time in ms
0,30.637
1,31.606
2,31.714
3,31.739
4,31.759
5,31.769
6,31.779
7,31.789
8,31.797
9,31.805
10,31.809
11,31.816
12,31.824
13,31.833
14,31.843
15,31.857
16,31.870
17,31.878
18,31.885
19,31.893
20,31.902
21,31.916
22,31.933
23,31.944
24,31.956
25,31.967
26,31.983
27,31.993
28,32.005
29,32.022
30,32.038
31,32.052
32,32.062
33,32.077
34,32.094
35,32.116
36,32.135
37,32.159
38,32.181
39,32.199
40,32.222
41,32.264
42,32.312
43,32.350
44,32.375
45,32.398
46,32.414
47,32.435
48,32.456
49,32.484
50,32.520
51,32.556
52,32.593
53,32.640
54,32.671
55,32.698
56,32.733
57,32.773
58,32.815
59,32.862
60,32.907
61,32.962
62,33.030
63,33.073
64,33.104
65,33.139
66,33.196
67,33.326
68,33.575
69,33.789
70,34.140
71,34.403
72,34.549
73,34.638
74,34.776
75,34.885
76,35.021
77,35.420
78,36.446
79,36.839
80,37.652
81,38.474
82,41.774
83,42.507
84,45.274
85,49.067
86,51.198
87,63.074
88,69.542
89,230.376
90,733.267
91,736.509
92,737.145
93,738.015
94,739.372
95,739.577
96,740.931
97,742.221
98,748.304
99,13589.759
100,13621.471
