Percentage served,Time in ms
0,18.644
1,31.164
2,31.235
3,31.274
4,31.452
5,31.541
6,31.726
7,31.802
8,31.835
9,31.852
10,31.863
11,31.877
12,31.895
13,31.907
14,31.931
15,31.956
16,31.973
17,32.002
18,32.047
19,32.085
20,32.110
21,32.157
22,32.189
23,32.207
24,32.228
25,32.262
26,32.343
27,32.402
28,32.461
29,32.500
30,32.540
31,32.629
32,32.685
33,32.733
34,32.779
35,32.877
36,32.984
37,33.063
38,33.317
39,33.462
40,33.660
41,34.018
42,34.521
43,34.653
44,34.735
45,34.792
46,34.845
47,34.892
48,34.934
49,34.978
50,35.030
51,35.082
52,35.113
53,35.174
54,35.214
55,35.257
56,35.308
57,35.354
58,35.398
59,35.454
60,35.694
61,36.143
62,36.237
63,36.346
64,36.474
65,36.569
66,36.700
67,36.938
68,37.350
69,37.855
70,39.272
71,40.048
72,41.502
73,42.345
74,45.554
75,47.029
76,49.131
77,50.702
78,51.157
79,60.443
80,65.893
81,213.105
82,219.339
83,241.191
84,834.531
85,836.391
86,837.268
87,838.035
88,838.318
89,838.733
90,838.947
91,839.033
92,839.168
93,839.856
94,840.171
95,840.618
96,842.868
97,845.562
98,852.813
99,13651.730
100,13683.073
