Percentage served,Time in ms
0,29.450
1,31.236
2,31.301
3,31.324
4,31.347
5,31.368
6,31.396
7,31.425
8,31.474
9,31.513
10,31.537
11,31.566
12,31.584
13,31.606
14,31.618
15,31.626
16,31.638
17,31.654
18,31.670
19,31.691
20,31.710
21,31.732
22,31.756
23,31.780
24,31.797
25,31.813
26,31.829
27,31.844
28,31.863
29,31.876
30,31.892
31,31.903
32,31.913
33,31.922
34,31.934
35,31.942
36,31.956
37,31.968
38,31.993
39,32.007
40,32.016
41,32.031
42,32.048
43,32.073
44,32.096
45,32.133
46,32.188
47,32.217
48,32.242
49,32.273
50,32.308
51,32.349
52,32.406
53,32.448
54,32.485
55,32.533
56,32.592
57,32.640
58,32.718
59,32.777
60,32.842
61,32.953
62,33.141
63,33.265
64,33.926
65,34.500
66,34.661
67,34.762
68,34.910
69,35.094
70,36.009
71,37.343
72,39.854
73,41.831
74,44.725
75,47.668
76,50.532
77,57.918
78,66.831
79,76.092
80,233.984
81,733.294
82,736.222
83,737.625
84,737.866
85,738.273
86,738.698
87,741.803
88,742.535
89,748.120
90,7315.337
91,7513.391
92,7548.940
93,7752.313
94,8209.515
95,8234.224
96,9116.157
97,10871.293
98,13612.469
99,13645.218
100,14464.146
