Percentage served,Time in ms
0,30.248
1,31.343
2,31.426
3,31.460
4,31.507
5,31.551
6,31.576
7,31.589
8,31.602
9,31.611
10,31.618
11,31.627
12,31.635
13,31.645
14,31.656
15,31.670
16,31.686
17,31.699
18,31.716
19,31.753
20,31.779
21,31.808
22,31.829
23,31.860
24,31.877
25,31.891
26,31.906
27,31.928
28,31.941
29,31.958
30,31.985
31,32.004
32,32.036
33,32.059
34,32.096
35,32.130
36,32.168
37,32.198
38,32.213
39,32.236
40,32.265
41,32.289
42,32.312
43,32.336
44,32.370
45,32.398
46,32.427
47,32.452
48,32.494
49,32.545
50,32.631
51,32.683
52,32.713
53,32.744
54,32.788
55,32.864
56,32.959
57,33.080
58,33.198
59,33.317
60,33.583
61,33.880
62,34.035
63,34.219
64,34.361
65,34.475
66,34.561
67,34.676
68,34.848
69,34.968
70,35.060
71,35.145
72,35.264
73,35.479
74,35.893
75,36.630
76,36.935
77,37.290
78,37.794
79,38.182
80,41.051
81,42.039
82,43.426
83,44.160
84,45.765
85,51.635
86,60.026
87,215.170
88,228.482
89,231.038
90,732.955
91,735.623
92,735.686
93,735.845
94,736.104
95,736.836
96,738.571
97,740.577
98,769.064
99,13532.053
100,13562.858
