Percentage served,Time in ms
0,27.791
1,30.987
2,31.056
3,31.196
4,31.273
5,31.298
6,31.315
7,31.327
8,31.338
9,31.349
10,31.360
11,31.374
12,31.382
13,31.393
14,31.407
15,31.423
16,31.443
17,31.460
18,31.485
19,31.513
20,31.546
21,31.561
22,31.581
23,31.597
24,31.611
25,31.624
26,31.636
27,31.643
28,31.655
29,31.666
30,31.672
31,31.680
32,31.686
33,31.693
34,31.703
35,31.717
36,31.732
37,31.750
38,31.793
39,31.838
40,31.895
41,31.917
42,31.946
43,31.969
44,31.994
45,32.019
46,32.044
47,32.087
48,32.146
49,32.196
50,32.224
51,32.263
52,32.305
53,32.355
54,32.414
55,32.441
56,32.475
57,32.519
58,32.574
59,32.624
60,32.688
61,32.744
62,32.858
63,32.934
64,32.988
65,33.044
66,33.111
67,33.198
68,33.317
69,33.462
70,33.870
71,34.174
72,34.345
73,34.602
74,34.798
75,35.048
76,35.551
77,36.740
78,37.514
79,40.918
80,42.039
81,44.895
82,49.785
83,53.696
84,65.702
85,230.948
86,732.300
87,735.766
88,736.756
89,737.271
90,738.792
91,738.988
92,739.851
93,742.230
94,748.346
95,7351.633
96,7539.802
97,7745.332
98,9821.900
99,13669.909
100,13710.169
