Percentage served,Time in ms
0,11.246
1,19.553
2,25.931
3,31.045
4,31.241
5,31.274
6,31.301
7,31.322
8,31.439
9,31.460
10,31.478
11,31.489
12,31.505
13,31.551
14,31.575
15,31.596
16,31.607
17,31.616
18,31.632
19,31.651
20,31.669
21,31.695
22,31.732
23,31.777
24,31.840
25,31.934
26,31.960
27,31.986
28,32.033
29,32.091
30,32.130
31,32.160
32,32.192
33,32.252
34,32.378
35,32.427
36,32.530
37,32.633
38,32.706
39,32.776
40,32.854
41,32.941
42,33.073
43,33.249
44,33.460
45,33.877
46,34.278
47,34.366
48,34.475
49,34.621
50,34.717
51,34.785
52,34.838
53,34.898
54,34.954
55,35.017
56,35.119
57,35.192
58,35.233
59,35.281
60,35.345
61,35.425
62,35.570
63,35.938
64,36.182
65,36.319
66,36.589
67,36.874
68,37.005
69,37.179
70,38.392
71,39.313
72,41.242
73,42.430
74,45.398
75,48.174
76,50.953
77,57.742
78,61.226
79,65.878
80,215.595
81,236.889
82,280.665
83,834.493
84,836.558
85,837.392
86,838.019
87,838.592
88,839.101
89,839.261
90,839.482
91,839.891
92,840.053
93,840.287
94,842.891
95,843.442
96,848.715
97,866.380
98,1072.055
99,13612.267
100,32706.266
