Percentage served,Time in ms
0,24.444
1,30.562
2,31.455
3,31.513
4,31.562
5,31.583
6,31.595
7,31.607
8,31.616
9,31.625
10,31.631
11,31.639
12,31.646
13,31.654
14,31.661
15,31.668
16,31.673
17,31.681
18,31.689
19,31.700
20,31.714
21,31.728
22,31.743
23,31.758
24,31.770
25,31.789
26,31.821
27,31.850
28,31.864
29,31.884
30,31.902
31,31.917
32,31.926
33,31.934
34,31.944
35,31.954
36,31.970
37,31.988
38,32.009
39,32.027
40,32.049
41,32.096
42,32.149
43,32.171
44,32.183
45,32.198
46,32.212
47,32.224
48,32.239
49,32.278
50,32.315
51,32.364
52,32.417
53,32.448
54,32.474
55,32.501
56,32.535
57,32.582
58,32.649
59,32.736
60,32.809
61,32.968
62,33.112
63,33.304
64,33.437
65,33.818
66,34.098
67,34.215
68,34.312
69,34.419
70,34.531
71,34.677
72,34.799
73,34.899
74,35.159
75,36.564
76,36.789
77,37.274
78,39.697
79,41.540
80,42.572
81,44.930
82,49.714
83,52.013
84,62.735
85,68.537
86,240.596
87,732.735
88,736.013
89,737.304
90,737.904
91,738.510
92,739.045
93,739.582
94,741.704
95,742.181
96,748.546
97,1052.695
98,13709.353
99,14462.348
100,32611.939
