Percentage served,Time in ms
0,29.611
1,31.607
2,31.701
3,31.718
4,31.726
5,31.735
6,31.743
7,31.750
8,31.757
9,31.765
10,31.775
11,31.782
12,31.788
13,31.794
14,31.801
15,31.807
16,31.814
17,31.819
18,31.825
19,31.836
20,31.844
21,31.861
22,31.905
23,31.955
24,31.984
25,31.996
26,32.007
27,32.017
28,32.026
29,32.036
30,32.045
31,32.053
32,32.063
33,32.071
34,32.083
35,32.095
36,32.111
37,32.140
38,32.182
39,32.218
40,32.293
41,32.320
42,32.341
43,32.361
44,32.385
45,32.410
46,32.440
47,32.470
48,32.516
49,32.569
50,32.625
51,32.694
52,32.748
53,32.819
54,32.892
55,32.969
56,33.015
57,33.086
58,33.149
59,33.193
60,33.275
61,33.368
62,33.587
63,33.902
64,34.550
65,34.930
66,35.257
67,36.204
68,37.579
69,41.156
70,42.122
71,45.284
72,49.348
73,53.736
74,68.491
75,90.565
76,225.660
77,731.613
78,735.967
79,737.196
80,737.867
81,738.485
82,738.839
83,739.323
84,742.553
85,748.350
86,1040.291
87,7281.206
88,7474.508
89,7514.103
90,7698.606
91,7739.757
92,8193.842
93,8219.356
94,9134.227
95,9697.692
96,10972.949
97,11000.039
98,13557.720
99,14887.135
100,32734.845
