Percentage served,Time in ms
0,29.668
1,31.088
2,31.191
3,31.218
4,31.233
5,31.243
6,31.256
7,31.267
8,31.276
9,31.286
10,31.300
11,31.317
12,31.333
13,31.354
14,31.393
15,31.426
16,31.457
17,31.475
18,31.491
19,31.505
20,31.518
21,31.528
22,31.538
23,31.545
24,31.552
25,31.561
26,31.568
27,31.573
28,31.579
29,31.583
30,31.589
31,31.594
32,31.599
33,31.604
34,31.609
35,31.615
36,31.622
37,31.630
38,31.637
39,31.645
40,31.652
41,31.662
42,31.670
43,31.679
44,31.688
45,31.698
46,31.715
47,31.729
48,31.745
49,31.759
50,31.779
51,31.800
52,31.815
53,31.828
54,31.838
55,31.845
56,31.852
57,31.860
58,31.868
59,31.875
60,31.883
61,31.889
62,31.897
63,31.904
64,31.912
65,31.924
66,31.942
67,31.958
68,31.983
69,32.018
70,32.042
71,32.062
72,32.076
73,32.090
74,32.107
75,32.128
76,32.143
77,32.170
78,32.212
79,32.274
80,32.329
81,32.396
82,32.490
83,32.848
84,33.167
85,33.615
86,34.554
87,36.979
88,39.890
89,42.252
90,223.204
91,531.758
92,535.313
93,536.744
94,537.479
95,537.800
96,1555.339
97,6894.084
98,15458.881
99,32598.492
100,32868.565
