Percentage served,Time in ms
0,19.396
1,30.266
2,31.105
3,31.146
4,31.246
5,31.338
6,31.373
7,31.399
8,31.416
9,31.435
10,31.454
11,31.480
12,31.509
13,31.571
14,31.605
15,31.626
16,31.641
17,31.657
18,31.669
19,31.679
20,31.689
21,31.698
22,31.708
23,31.718
24,31.733
25,31.748
26,31.765
27,31.782
28,31.796
29,31.806
30,31.822
31,31.836
32,31.847
33,31.855
34,31.866
35,31.878
36,31.890
37,31.906
38,31.934
39,31.962
40,31.993
41,32.033
42,32.109
43,32.142
44,32.177
45,32.207
46,32.235
47,32.281
48,32.323
49,32.394
50,32.456
51,32.497
52,32.531
53,32.576
54,32.620
55,32.651
56,32.696
57,32.740
58,32.806
59,32.872
60,32.921
61,32.981
62,33.074
63,33.157
64,33.237
65,33.566
66,34.367
67,34.682
68,34.763
69,34.915
70,35.380
71,36.051
72,37.412
73,38.208
74,38.731
75,42.735
76,44.078
77,44.744
78,47.793
79,65.616
80,197.374
81,199.528
82,231.881
83,733.167
84,735.499
85,735.606
86,736.355
87,736.556
88,736.769
89,737.912
90,745.559
91,754.910
92,6950.282
93,8070.501
94,8099.284
95,9017.729
96,9048.286
97,13591.851
98,14330.291
99,14354.816
100,32694.295
