starttime	seconds	ctime	dtime	ttime	wait
Sat Oct 19 02:17:41 2019	1571451461	0	19	19	19
Sat Oct 19 02:17:41 2019	1571451461	0	19	20	19
Sat Oct 19 02:17:41 2019	1571451461	0	20	20	19
Sat Oct 19 02:17:41 2019	1571451461	0	20	20	20
Sat Oct 19 02:17:41 2019	1571451461	0	20	20	20
Sat Oct 19 02:17:41 2019	1571451461	0	20	20	20
Sat Oct 19 02:17:41 2019	1571451461	0	21	21	21
Sat Oct 19 02:17:41 2019	1571451461	0	21	21	21
Sat Oct 19 02:17:41 2019	1571451461	0	21	21	21
Sat Oct 19 02:17:41 2019	1571451461	0	21	21	21
Sat Oct 19 02:17:41 2019	1571451461	0	21	21	21
Sat Oct 19 02:17:41 2019	1571451461	0	20	21	20
Sat Oct 19 02:17:41 2019	1571451461	0	21	21	21
Sat Oct 19 02:17:41 2019	1571451461	0	21	21	21
Sat Oct 19 02:17:41 2019	1571451461	0	21	21	21
Sat Oct 19 02:17:41 2019	1571451461	0	21	21	21
Sat Oct 19 02:17:41 2019	1571451461	0	21	22	21
Sat Oct 19 02:17:41 2019	1571451461	0	22	22	22
Sat Oct 19 02:17:41 2019	1571451461	0	22	22	22
Sat Oct 19 02:17:41 2019	1571451461	0	22	22	22
Sat Oct 19 02:17:41 2019	1571451461	0	22	22	22
Sat Oct 19 02:17:41 2019	1571451461	0	22	22	22
Sat Oct 19 02:17:41 2019	1571451461	0	22	22	22
Sat Oct 19 02:17:41 2019	1571451461	0	22	22	22
Sat Oct 19 02:17:41 2019	1571451461	0	22	22	22
Sat Oct 19 02:17:41 2019	1571451461	0	22	22	22
Sat Oct 19 02:17:41 2019	1571451461	0	22	22	22
Sat Oct 19 02:17:41 2019	1571451461	0	22	22	22
Sat Oct 19 02:17:41 2019	1571451461	0	22	23	22
Sat Oct 19 02:17:41 2019	1571451461	0	23	23	23
Sat Oct 19 02:17:41 2019	1571451461	0	23	23	23
Sat Oct 19 02:17:41 2019	1571451461	0	23	23	23
Sat Oct 19 02:17:41 2019	1571451461	0	23	23	23
Sat Oct 19 02:17:41 2019	1571451461	0	23	23	23
Sat Oct 19 02:17:41 2019	1571451461	0	24	24	24
Sat Oct 19 02:17:41 2019	1571451461	0	24	24	24
Sat Oct 19 02:17:41 2019	1571451461	0	24	24	24
Sat Oct 19 02:17:41 2019	1571451461	0	24	24	24
Sat Oct 19 02:17:41 2019	1571451461	0	24	24	24
Sat Oct 19 02:17:41 2019	1571451461	0	24	24	24
Sat Oct 19 02:17:41 2019	1571451461	0	24	24	24
Sat Oct 19 02:17:41 2019	1571451461	0	24	25	24
Sat Oct 19 02:17:41 2019	1571451461	0	25	25	25
Sat Oct 19 02:17:41 2019	1571451461	0	25	25	25
Sat Oct 19 02:17:41 2019	1571451461	0	25	25	25
Sat Oct 19 02:17:41 2019	1571451461	0	25	25	25
Sat Oct 19 02:17:41 2019	1571451461	0	25	25	25
Sat Oct 19 02:17:41 2019	1571451461	0	25	25	25
Sat Oct 19 02:17:41 2019	1571451461	0	26	26	26
Sat Oct 19 02:17:41 2019	1571451461	0	26	26	26
Sat Oct 19 02:17:41 2019	1571451461	0	26	26	26
Sat Oct 19 02:17:41 2019	1571451461	0	26	26	26
Sat Oct 19 02:17:41 2019	1571451461	0	26	26	26
Sat Oct 19 02:17:41 2019	1571451461	0	26	26	26
Sat Oct 19 02:17:41 2019	1571451461	0	26	26	26
Sat Oct 19 02:17:41 2019	1571451461	0	26	26	26
Sat Oct 19 02:17:41 2019	1571451461	0	26	27	26
Sat Oct 19 02:17:41 2019	1571451461	0	26	27	26
Sat Oct 19 02:17:41 2019	1571451461	0	26	27	26
Sat Oct 19 02:17:41 2019	1571451461	0	26	27	26
Sat Oct 19 02:17:41 2019	1571451461	0	27	27	27
Sat Oct 19 02:17:41 2019	1571451461	0	26	27	26
Sat Oct 19 02:17:41 2019	1571451461	0	27	27	27
Sat Oct 19 02:17:41 2019	1571451461	0	27	27	27
Sat Oct 19 02:17:41 2019	1571451461	0	27	27	27
Sat Oct 19 02:17:41 2019	1571451461	0	27	28	27
Sat Oct 19 02:17:41 2019	1571451461	0	28	28	28
Sat Oct 19 02:17:41 2019	1571451461	0	28	28	28
Sat Oct 19 02:17:41 2019	1571451461	0	28	28	28
Sat Oct 19 02:17:41 2019	1571451461	0	28	28	28
Sat Oct 19 02:17:41 2019	1571451461	0	28	28	28
Sat Oct 19 02:17:41 2019	1571451461	0	28	28	28
Sat Oct 19 02:17:39 2019	1571451459	0	28	28	28
Sat Oct 19 02:17:41 2019	1571451461	0	28	28	28
Sat Oct 19 02:17:39 2019	1571451459	0	28	28	28
Sat Oct 19 02:17:41 2019	1571451461	0	28	28	28
Sat Oct 19 02:17:39 2019	1571451459	0	28	28	28
Sat Oct 19 02:17:41 2019	1571451461	0	28	28	28
Sat Oct 19 02:17:39 2019	1571451459	0	28	28	28
Sat Oct 19 02:17:41 2019	1571451461	0	28	29	28
Sat Oct 19 02:17:41 2019	1571451461	0	29	29	29
Sat Oct 19 02:17:39 2019	1571451459	0	29	29	29
Sat Oct 19 02:17:41 2019	1571451461	0	29	29	29
Sat Oct 19 02:17:39 2019	1571451459	0	29	29	29
Sat Oct 19 02:17:39 2019	1571451459	0	29	29	29
Sat Oct 19 02:17:41 2019	1571451461	0	29	29	29
Sat Oct 19 02:17:39 2019	1571451459	0	29	29	29
Sat Oct 19 02:17:39 2019	1571451459	0	29	29	29
Sat Oct 19 02:17:39 2019	1571451459	0	29	29	29
Sat Oct 19 02:17:41 2019	1571451461	0	29	29	29
Sat Oct 19 02:17:39 2019	1571451459	0	29	29	29
Sat Oct 19 02:17:41 2019	1571451461	0	29	30	29
Sat Oct 19 02:17:39 2019	1571451459	0	30	30	29
Sat Oct 19 02:17:39 2019	1571451459	0	29	30	29
Sat Oct 19 02:17:41 2019	1571451461	0	29	30	29
Sat Oct 19 02:17:39 2019	1571451459	0	30	30	30
Sat Oct 19 02:17:39 2019	1571451459	0	30	30	30
Sat Oct 19 02:17:41 2019	1571451461	0	30	30	30
Sat Oct 19 02:17:39 2019	1571451459	0	30	30	30
Sat Oct 19 02:17:41 2019	1571451461	0	30	30	30
Sat Oct 19 02:17:41 2019	1571451461	0	30	30	30
Sat Oct 19 02:17:39 2019	1571451459	0	30	30	30
Sat Oct 19 02:17:41 2019	1571451461	0	30	30	30
Sat Oct 19 02:17:41 2019	1571451461	0	30	30	30
Sat Oct 19 02:17:39 2019	1571451459	0	30	30	30
Sat Oct 19 02:17:39 2019	1571451459	0	30	30	30
Sat Oct 19 02:17:39 2019	1571451459	0	30	30	30
