Percentage served,Time in ms
0,18.287
1,24.508
2,30.988
3,31.161
4,31.191
5,31.213
6,31.239
7,31.261
8,31.314
9,31.423
10,31.449
11,31.473
12,31.501
13,31.529
14,31.574
15,31.607
16,31.621
17,31.632
18,31.643
19,31.650
20,31.657
21,31.669
22,31.685
23,31.707
24,31.734
25,31.766
26,31.792
27,31.825
28,31.848
29,31.863
30,31.883
31,31.900
32,31.908
33,31.917
34,31.927
35,31.937
36,31.946
37,31.956
38,31.968
39,31.978
40,31.991
41,32.016
42,32.040
43,32.070
44,32.106
45,32.136
46,32.184
47,32.221
48,32.239
49,32.265
50,32.283
51,32.313
52,32.347
53,32.408
54,32.456
55,32.501
56,32.556
57,32.605
58,32.651
59,32.695
60,32.724
61,32.762
62,32.824
63,32.896
64,32.952
65,33.000
66,33.067
67,33.168
68,33.263
69,33.382
70,33.530
71,33.683
72,33.900
73,34.121
74,34.378
75,34.751
76,35.866
77,37.702
78,39.121
79,40.344
80,40.766
81,42.829
82,49.914
83,54.642
84,65.742
85,131.503
86,131.845
87,234.548
88,734.894
89,736.897
90,737.708
91,738.504
92,738.861
93,740.562
94,741.298
95,744.348
96,746.710
97,7797.529
98,7845.143
99,13715.641
100,14466.514
