Percentage served,Time in ms
0,27.855
1,31.017
2,31.191
3,31.234
4,31.253
5,31.271
6,31.292
7,31.308
8,31.325
9,31.341
10,31.357
11,31.370
12,31.381
13,31.396
14,31.405
15,31.416
16,31.427
17,31.439
18,31.453
19,31.463
20,31.472
21,31.481
22,31.494
23,31.517
24,31.538
25,31.559
26,31.570
27,31.587
28,31.598
29,31.609
30,31.619
31,31.630
32,31.645
33,31.663
34,31.676
35,31.691
36,31.713
37,31.724
38,31.734
39,31.740
40,31.746
41,31.753
42,31.758
43,31.766
44,31.778
45,31.786
46,31.796
47,31.806
48,31.817
49,31.826
50,31.837
51,31.849
52,31.858
53,31.869
54,31.879
55,31.894
56,31.908
57,31.938
58,31.964
59,31.980
60,31.995
61,32.006
62,32.025
63,32.051
64,32.072
65,32.098
66,32.147
67,32.200
68,32.223
69,32.267
70,32.342
71,32.407
72,32.456
73,32.484
74,32.559
75,32.656
76,32.708
77,32.781
78,32.882
79,32.977
80,33.067
81,33.145
82,33.322
83,33.580
84,34.531
85,36.159
86,37.179
87,39.798
88,41.401
89,48.888
90,224.542
91,245.790
92,633.734
93,635.887
94,636.406
95,637.276
96,638.701
97,639.790
98,642.013
99,6955.901
100,6979.141
