Percentage served,Time in ms
0,10.442
1,25.348
2,30.735
3,30.809
4,30.832
5,30.859
6,30.892
7,31.002
8,31.161
9,31.215
10,31.254
11,31.309
12,31.370
13,31.424
14,31.445
15,31.460
16,31.472
17,31.485
18,31.498
19,31.514
20,31.527
21,31.542
22,31.563
23,31.593
24,31.640
25,31.693
26,31.727
27,31.751
28,31.783
29,31.817
30,31.862
31,31.916
32,32.009
33,32.111
34,32.195
35,32.273
36,32.364
37,32.418
38,32.468
39,32.559
40,32.668
41,32.770
42,32.954
43,33.183
44,33.472
45,34.220
46,34.423
47,34.605
48,34.697
49,34.760
50,34.833
51,34.888
52,34.927
53,34.972
54,35.014
55,35.058
56,35.116
57,35.181
58,35.236
59,35.379
60,35.677
61,36.094
62,36.578
63,36.913
64,37.074
65,37.819
66,38.213
67,38.399
68,38.666
69,39.055
70,39.271
71,39.826
72,40.842
73,41.660
74,44.119
75,46.035
76,48.187
77,50.574
78,51.764
79,62.752
80,84.091
81,188.727
82,225.339
83,826.385
84,833.655
85,836.247
86,836.863
87,837.868
88,838.259
89,838.825
90,839.010
91,839.565
92,839.731
93,840.215
94,842.501
95,844.047
96,846.983
97,862.355
98,884.154
99,13585.035
100,13621.108
