Percentage served,Time in ms
0,27.824
1,31.601
2,31.719
3,31.784
4,31.802
5,31.818
6,31.830
7,31.841
8,31.852
9,31.864
10,31.877
11,31.894
12,31.908
13,31.919
14,31.932
15,31.945
16,31.960
17,31.975
18,31.987
19,31.994
20,32.008
21,32.023
22,32.038
23,32.049
24,32.061
25,32.072
26,32.080
27,32.091
28,32.098
29,32.106
30,32.114
31,32.125
32,32.134
33,32.141
34,32.149
35,32.156
36,32.165
37,32.176
38,32.187
39,32.197
40,32.207
41,32.220
42,32.234
43,32.245
44,32.265
45,32.291
46,32.323
47,32.342
48,32.380
49,32.408
50,32.434
51,32.466
52,32.488
53,32.527
54,32.576
55,32.637
56,32.705
57,32.755
58,32.832
59,32.893
60,32.942
61,32.993
62,33.097
63,33.176
64,33.237
65,33.307
66,33.390
67,33.513
68,33.770
69,34.187
70,34.519
71,34.662
72,34.775
73,34.896
74,34.963
75,35.068
76,35.192
77,35.327
78,35.522
79,36.932
80,37.790
81,38.278
82,39.363
83,42.093
84,45.549
85,51.125
86,58.695
87,130.612
88,133.015
89,233.879
90,735.052
91,737.822
92,738.840
93,739.100
94,739.569
95,741.751
96,742.281
97,744.320
98,748.546
99,13591.630
100,13629.215
