Percentage served,Time in ms
0,27.833
1,30.949
2,30.985
3,31.022
4,31.065
5,31.131
6,31.167
7,31.181
8,31.195
9,31.204
10,31.213
11,31.224
12,31.236
13,31.247
14,31.258
15,31.270
16,31.281
17,31.294
18,31.310
19,31.325
20,31.342
21,31.360
22,31.431
23,31.493
24,31.571
25,31.608
26,31.627
27,31.639
28,31.649
29,31.658
30,31.671
31,31.683
32,31.691
33,31.697
34,31.701
35,31.706
36,31.711
37,31.717
38,31.723
39,31.730
40,31.736
41,31.744
42,31.753
43,31.761
44,31.774
45,31.786
46,31.805
47,31.840
48,31.870
49,31.885
50,31.896
51,31.904
52,31.911
53,31.916
54,31.923
55,31.930
56,31.935
57,31.944
58,31.950
59,31.957
60,31.964
61,31.973
62,31.984
63,31.996
64,32.033
65,32.060
66,32.081
67,32.120
68,32.150
69,32.175
70,32.188
71,32.203
72,32.218
73,32.228
74,32.239
75,32.254
76,32.282
77,32.309
78,32.339
79,32.367
80,32.435
81,32.477
82,32.541
83,32.821
84,33.306
85,33.662
86,34.815
87,37.366
88,40.754
89,42.469
90,228.397
91,531.977
92,535.245
93,536.737
94,537.500
95,538.240
96,3474.618
97,4713.171
98,4735.199
99,6946.056
100,6967.259
