Percentage served,Time in ms
0,11.096
1,21.975
2,25.418
3,27.597
4,29.082
5,30.692
6,31.170
7,31.240
8,31.276
9,31.307
10,31.343
11,31.374
12,31.415
13,31.452
14,31.472
15,31.493
16,31.519
17,31.537
18,31.555
19,31.577
20,31.613
21,31.642
22,31.675
23,31.703
24,31.718
25,31.733
26,31.748
27,31.775
28,31.801
29,31.839
30,31.862
31,31.912
32,31.960
33,31.983
34,32.002
35,32.032
36,32.053
37,32.070
38,32.093
39,32.140
40,32.203
41,32.292
42,32.368
43,32.481
44,32.601
45,32.758
46,32.906
47,33.190
48,33.428
49,33.614
50,33.845
51,34.084
52,34.290
53,34.348
54,34.395
55,34.457
56,34.496
57,34.551
58,34.623
59,34.680
60,34.799
61,34.884
62,35.041
63,35.183
64,35.248
65,35.351
66,35.441
67,35.599
68,36.053
69,36.199
70,37.130
71,37.741
72,38.798
73,39.149
74,41.217
75,41.781
76,44.736
77,48.475
78,50.860
79,60.592
80,62.358
81,68.455
82,231.443
83,831.570
84,835.378
85,836.880
86,837.989
87,838.274
88,839.263
89,839.487
90,839.695
91,840.664
92,841.242
93,842.997
94,848.797
95,849.336
96,861.450
97,865.236
98,881.560
99,13761.642
100,13769.508
