Percentage served,Time in ms
0,18.027
1,30.040
2,31.481
3,31.610
4,31.636
5,31.647
6,31.662
7,31.674
8,31.687
9,31.698
10,31.710
11,31.720
12,31.729
13,31.738
14,31.746
15,31.756
16,31.772
17,31.788
18,31.802
19,31.817
20,31.862
21,31.890
22,31.906
23,31.917
24,31.932
25,31.944
26,31.954
27,31.963
28,31.973
29,31.996
30,32.012
31,32.029
32,32.045
33,32.057
34,32.069
35,32.101
36,32.130
37,32.153
38,32.177
39,32.204
40,32.217
41,32.235
42,32.247
43,32.265
44,32.281
45,32.294
46,32.317
47,32.340
48,32.376
49,32.420
50,32.456
51,32.503
52,32.609
53,32.711
54,32.794
55,32.841
56,32.916
57,33.010
58,33.093
59,33.175
60,33.314
61,33.548
62,33.699
63,33.906
64,34.412
65,34.771
66,34.970
67,35.306
68,36.071
69,37.173
70,37.825
71,41.299
72,42.273
73,45.756
74,50.486
75,53.294
76,62.431
77,68.562
78,212.215
79,233.776
80,734.629
81,736.694
82,737.174
83,737.691
84,738.767
85,739.053
86,741.741
87,747.436
88,749.597
89,7314.120
90,7507.449
91,8103.694
92,8185.556
93,8211.430
94,8269.432
95,9088.645
96,9172.730
97,9208.630
98,10887.962
99,13605.549
100,14421.108
