Percentage served,Time in ms
0,24.597
1,31.449
2,31.533
3,31.566
4,31.584
5,31.597
6,31.609
7,31.618
8,31.627
9,31.636
10,31.644
11,31.651
12,31.659
13,31.667
14,31.675
15,31.682
16,31.690
17,31.698
18,31.704
19,31.709
20,31.714
21,31.722
22,31.731
23,31.745
24,31.762
25,31.784
26,31.817
27,31.835
28,31.848
29,31.860
30,31.871
31,31.881
32,31.888
33,31.896
34,31.903
35,31.912
36,31.920
37,31.927
38,31.933
39,31.940
40,31.946
41,31.952
42,31.958
43,31.965
44,31.971
45,31.979
46,31.986
47,31.996
48,32.009
49,32.021
50,32.032
51,32.037
52,32.045
53,32.057
54,32.069
55,32.093
56,32.127
57,32.158
58,32.180
59,32.205
60,32.217
61,32.232
62,32.245
63,32.257
64,32.275
65,32.293
66,32.321
67,32.363
68,32.431
69,32.458
70,32.482
71,32.512
72,32.560
73,32.636
74,32.675
75,32.717
76,32.766
77,32.814
78,32.879
79,32.936
80,33.004
81,33.116
82,33.233
83,33.337
84,33.504
85,34.385
86,36.894
87,37.522
88,40.834
89,41.958
90,50.298
91,216.271
92,238.098
93,635.088
94,636.014
95,636.823
96,638.344
97,638.957
98,641.289
99,6871.679
100,6893.856
