Percentage served,Time in ms
0,30.458
1,31.148
2,31.181
3,31.201
4,31.214
5,31.230
6,31.257
7,31.332
8,31.428
9,31.478
10,31.503
11,31.525
12,31.543
13,31.555
14,31.567
15,31.578
16,31.591
17,31.601
18,31.613
19,31.623
20,31.636
21,31.652
22,31.667
23,31.684
24,31.695
25,31.703
26,31.713
27,31.722
28,31.728
29,31.734
30,31.743
31,31.751
32,31.763
33,31.780
34,31.800
35,31.813
36,31.826
37,31.842
38,31.862
39,31.884
40,31.910
41,31.953
42,31.985
43,32.085
44,32.204
45,32.255
46,32.296
47,32.320
48,32.343
49,32.376
50,32.439
51,32.475
52,32.504
53,32.530
54,32.573
55,32.626
56,32.671
57,32.698
58,32.719
59,32.754
60,32.786
61,32.820
62,32.851
63,32.898
64,32.978
65,33.102
66,33.240
67,33.356
68,33.506
69,34.022
70,34.193
71,34.303
72,34.376
73,34.444
74,34.575
75,34.727
76,34.943
77,35.663
78,36.709
79,37.405
80,39.080
81,41.819
82,43.810
83,44.886
84,50.727
85,53.463
86,66.733
87,211.953
88,237.424
89,733.890
90,736.299
91,737.371
92,737.641
93,738.309
94,739.177
95,739.610
96,742.186
97,748.173
98,754.537
99,13563.000
100,13593.445
