Percentage served,Time in ms
0,24.181
1,31.170
2,31.277
3,31.301
4,31.322
5,31.341
6,31.364
7,31.384
8,31.404
9,31.432
10,31.457
11,31.488
12,31.514
13,31.533
14,31.554
15,31.568
16,31.579
17,31.588
18,31.597
19,31.608
20,31.619
21,31.628
22,31.639
23,31.649
24,31.659
25,31.670
26,31.679
27,31.690
28,31.698
29,31.706
30,31.712
31,31.721
32,31.732
33,31.745
34,31.755
35,31.768
36,31.788
37,31.804
38,31.817
39,31.828
40,31.840
41,31.859
42,31.878
43,31.892
44,31.907
45,31.920
46,31.931
47,31.938
48,31.948
49,31.957
50,31.966
51,31.978
52,31.989
53,32.002
54,32.024
55,32.054
56,32.080
57,32.108
58,32.130
59,32.147
60,32.162
61,32.179
62,32.190
63,32.202
64,32.211
65,32.219
66,32.227
67,32.238
68,32.248
69,32.260
70,32.270
71,32.283
72,32.294
73,32.307
74,32.323
75,32.342
76,32.367
77,32.398
78,32.425
79,32.462
80,32.505
81,32.544
82,32.598
83,32.686
84,33.194
85,33.696
86,36.679
87,37.655
88,40.826
89,41.831
90,50.170
91,214.631
92,236.001
93,635.509
94,637.117
95,637.741
96,638.713
97,639.161
98,641.257
99,7030.409
100,7051.117
