Percentage served,Time in ms
0,11.202
1,25.163
2,26.552
3,28.949
4,30.120
5,30.883
6,30.930
7,30.965
8,31.034
9,31.100
10,31.122
11,31.140
12,31.158
13,31.181
14,31.235
15,31.337
16,31.390
17,31.447
18,31.484
19,31.509
20,31.534
21,31.559
22,31.599
23,31.641
24,31.670
25,31.697
26,31.755
27,31.920
28,31.946
29,31.978
30,32.004
31,32.039
32,32.075
33,32.149
34,32.197
35,32.227
36,32.267
37,32.371
38,32.452
39,32.529
40,32.648
41,32.719
42,32.836
43,32.896
44,33.004
45,33.271
46,33.518
47,34.047
48,34.384
49,34.481
50,34.554
51,34.642
52,34.752
53,34.844
54,34.917
55,34.994
56,35.062
57,35.175
58,35.270
59,35.506
60,35.621
61,35.854
62,36.054
63,36.643
64,37.189
65,37.308
66,37.442
67,38.258
68,38.760
69,39.481
70,41.810
71,42.569
72,43.878
73,45.142
74,49.013
75,51.419
76,60.920
77,76.074
78,224.202
79,309.218
80,826.065
81,833.797
82,836.331
83,837.594
84,838.140
85,838.571
86,838.952
87,839.476
88,839.955
89,840.205
90,840.499
91,842.191
92,842.633
93,849.059
94,863.078
95,935.664
96,1893.292
97,13731.837
98,14495.125
99,32592.497
100,32818.067
