Percentage served,Time in ms
0,29.126
1,30.991
2,31.050
3,31.068
4,31.076
5,31.085
6,31.108
7,31.140
8,31.149
9,31.172
10,31.223
11,31.269
12,31.287
13,31.295
14,31.312
15,31.327
16,31.337
17,31.348
18,31.360
19,31.368
20,31.377
21,31.386
22,31.392
23,31.398
24,31.405
25,31.414
26,31.421
27,31.430
28,31.440
29,31.448
30,31.457
31,31.471
32,31.485
33,31.507
34,31.548
35,31.580
36,31.599
37,31.618
38,31.644
39,31.666
40,31.678
41,31.690
42,31.700
43,31.713
44,31.726
45,31.740
46,31.768
47,31.815
48,31.888
49,31.922
50,31.930
51,31.937
52,31.944
53,31.953
54,31.962
55,31.970
56,31.978
57,31.988
58,31.997
59,32.007
60,32.019
61,32.052
62,32.084
63,32.125
64,32.167
65,32.203
66,32.219
67,32.233
68,32.252
69,32.293
70,32.346
71,32.383
72,32.414
73,32.438
74,32.465
75,32.506
76,32.569
77,32.635
78,32.719
79,32.955
80,33.102
81,33.256
82,33.438
83,34.600
84,36.808
85,37.651
86,41.719
87,42.623
88,50.403
89,213.431
90,235.427
91,633.845
92,635.888
93,636.591
94,638.356
95,638.707
96,641.081
97,641.546
98,1055.426
99,6943.455
100,6989.109
