Percentage served,Time in ms
0,10.439
1,17.949
2,21.745
3,23.190
4,25.389
5,30.504
6,31.389
7,31.451
8,31.482
9,31.503
10,31.527
11,31.545
12,31.565
13,31.598
14,31.628
15,31.654
16,31.668
17,31.678
18,31.691
19,31.702
20,31.711
21,31.722
22,31.733
23,31.748
24,31.761
25,31.774
26,31.788
27,31.818
28,31.848
29,31.873
30,31.943
31,32.088
32,32.121
33,32.146
34,32.171
35,32.203
36,32.225
37,32.253
38,32.295
39,32.397
40,32.467
41,32.600
42,32.706
43,32.785
44,32.885
45,32.975
46,33.070
47,33.244
48,33.375
49,34.046
50,34.269
51,34.497
52,34.725
53,34.849
54,34.941
55,35.013
56,35.108
57,35.198
58,35.298
59,35.455
60,35.953
61,36.524
62,36.915
63,37.309
64,38.416
65,39.554
66,40.675
67,41.435
68,43.321
69,45.398
70,46.534
71,49.439
72,50.724
73,57.870
74,61.427
75,65.445
76,79.417
77,158.961
78,214.569
79,236.124
80,827.477
81,834.331
82,836.579
83,837.680
84,838.461
85,838.730
86,838.986
87,839.194
88,839.546
89,840.621
90,841.458
91,842.070
92,848.586
93,849.225
94,870.667
95,7718.085
96,13605.276
97,14350.460
98,14386.900
99,32641.000
100,33613.076
