starttime	seconds	ctime	dtime	ttime	wait
Fri Oct 18 23:51:48 2019	1571442708	0	9	9	9
Fri Oct 18 23:51:48 2019	1571442708	0	9	9	9
Fri Oct 18 23:51:48 2019	1571442708	0	10	11	10
Fri Oct 18 23:51:48 2019	1571442708	0	10	11	10
Fri Oct 18 23:51:48 2019	1571442708	0	11	11	11
Fri Oct 18 23:51:48 2019	1571442708	0	11	11	11
Fri Oct 18 23:51:48 2019	1571442708	0	11	11	10
Fri Oct 18 23:51:48 2019	1571442708	0	11	11	11
Fri Oct 18 23:51:48 2019	1571442708	0	11	11	11
Fri Oct 18 23:51:48 2019	1571442708	0	11	11	11
Fri Oct 18 23:51:48 2019	1571442708	0	12	12	11
Fri Oct 18 23:51:48 2019	1571442708	0	12	12	12
Fri Oct 18 23:51:48 2019	1571442708	0	12	12	12
Fri Oct 18 23:51:47 2019	1571442707	0	12	12	12
Fri Oct 18 23:51:47 2019	1571442707	0	12	12	12
Fri Oct 18 23:51:47 2019	1571442707	0	12	12	12
Fri Oct 18 23:51:47 2019	1571442707	0	12	13	12
Fri Oct 18 23:51:47 2019	1571442707	0	13	13	13
Fri Oct 18 23:51:48 2019	1571442708	0	13	13	13
Fri Oct 18 23:51:47 2019	1571442707	0	13	13	13
Fri Oct 18 23:51:48 2019	1571442708	0	13	13	13
Fri Oct 18 23:51:47 2019	1571442707	0	13	13	13
Fri Oct 18 23:51:47 2019	1571442707	0	13	13	13
Fri Oct 18 23:51:47 2019	1571442707	0	13	13	13
Fri Oct 18 23:51:48 2019	1571442708	0	13	13	13
Fri Oct 18 23:51:47 2019	1571442707	0	13	13	13
Fri Oct 18 23:51:47 2019	1571442707	0	13	13	13
Fri Oct 18 23:51:47 2019	1571442707	0	13	13	13
Fri Oct 18 23:51:47 2019	1571442707	0	13	13	13
Fri Oct 18 23:51:47 2019	1571442707	0	13	13	13
Fri Oct 18 23:51:47 2019	1571442707	0	13	13	13
Fri Oct 18 23:51:48 2019	1571442708	0	14	14	13
Fri Oct 18 23:51:48 2019	1571442708	0	14	14	14
Fri Oct 18 23:51:47 2019	1571442707	0	14	14	14
Fri Oct 18 23:51:47 2019	1571442707	0	14	14	14
Fri Oct 18 23:51:47 2019	1571442707	0	14	14	14
Fri Oct 18 23:51:48 2019	1571442708	0	14	14	14
Fri Oct 18 23:51:47 2019	1571442707	0	14	14	14
Fri Oct 18 23:51:47 2019	1571442707	0	14	14	14
Fri Oct 18 23:51:47 2019	1571442707	0	14	14	14
Fri Oct 18 23:51:48 2019	1571442708	0	14	14	14
Fri Oct 18 23:51:48 2019	1571442708	0	14	14	14
Fri Oct 18 23:51:47 2019	1571442707	0	14	14	14
Fri Oct 18 23:51:47 2019	1571442707	0	14	14	14
Fri Oct 18 23:51:47 2019	1571442707	0	14	14	14
Fri Oct 18 23:51:47 2019	1571442707	0	15	15	15
Fri Oct 18 23:51:47 2019	1571442707	0	15	15	15
Fri Oct 18 23:51:48 2019	1571442708	0	15	15	15
Fri Oct 18 23:51:48 2019	1571442708	0	15	15	15
Fri Oct 18 23:51:48 2019	1571442708	0	15	15	15
Fri Oct 18 23:51:48 2019	1571442708	0	15	15	15
Fri Oct 18 23:51:48 2019	1571442708	0	15	15	15
Fri Oct 18 23:51:47 2019	1571442707	0	15	15	15
Fri Oct 18 23:51:48 2019	1571442708	0	15	15	15
Fri Oct 18 23:51:48 2019	1571442708	0	15	15	15
Fri Oct 18 23:51:48 2019	1571442708	0	15	15	15
Fri Oct 18 23:51:48 2019	1571442708	0	15	15	15
Fri Oct 18 23:51:48 2019	1571442708	0	15	15	15
Fri Oct 18 23:51:48 2019	1571442708	0	15	15	15
Fri Oct 18 23:51:47 2019	1571442707	0	15	15	15
Fri Oct 18 23:51:47 2019	1571442707	0	15	16	15
Fri Oct 18 23:51:47 2019	1571442707	0	16	16	16
Fri Oct 18 23:51:47 2019	1571442707	0	15	16	15
Fri Oct 18 23:51:48 2019	1571442708	0	15	16	15
Fri Oct 18 23:51:47 2019	1571442707	0	16	16	16
Fri Oct 18 23:51:47 2019	1571442707	0	16	16	16
Fri Oct 18 23:51:47 2019	1571442707	0	16	16	16
