Percentage served,Time in ms
0,24.632
1,30.913
2,31.002
3,31.031
4,31.057
5,31.102
6,31.190
7,31.231
8,31.267
9,31.285
10,31.298
11,31.314
12,31.331
13,31.356
14,31.384
15,31.407
16,31.422
17,31.433
18,31.445
19,31.457
20,31.468
21,31.478
22,31.492
23,31.511
24,31.536
25,31.567
26,31.607
27,31.631
28,31.647
29,31.659
30,31.678
31,31.699
32,31.721
33,31.736
34,31.755
35,31.771
36,31.781
37,31.790
38,31.802
39,31.812
40,31.825
41,31.837
42,31.849
43,31.867
44,31.893
45,31.921
46,31.946
47,32.012
48,32.088
49,32.141
50,32.205
51,32.234
52,32.267
53,32.297
54,32.320
55,32.349
56,32.374
57,32.405
58,32.442
59,32.470
60,32.501
61,32.544
62,32.576
63,32.629
64,32.721
65,32.861
66,32.971
67,33.296
68,33.784
69,34.031
70,34.108
71,34.221
72,34.342
73,34.512
74,34.635
75,34.814
76,35.137
77,37.168
78,39.258
79,40.870
80,42.141
81,44.431
82,48.946
83,50.885
84,67.548
85,227.653
86,731.090
87,735.067
88,736.709
89,737.196
90,737.597
91,739.272
92,739.630
93,742.303
94,747.371
95,862.617
96,7900.971
97,7922.242
98,13571.975
99,14568.430
100,32664.969
