Percentage served,Time in ms
0,24.784
1,31.220
2,31.374
3,31.411
4,31.440
5,31.474
6,31.511
7,31.547
8,31.576
9,31.599
10,31.609
11,31.617
12,31.625
13,31.634
14,31.643
15,31.649
16,31.654
17,31.658
18,31.663
19,31.669
20,31.674
21,31.678
22,31.682
23,31.688
24,31.695
25,31.700
26,31.706
27,31.711
28,31.717
29,31.724
30,31.734
31,31.749
32,31.770
33,31.802
34,31.825
35,31.860
36,31.879
37,31.891
38,31.914
39,31.986
40,32.016
41,32.032
42,32.056
43,32.078
44,32.120
45,32.219
46,32.249
47,32.273
48,32.307
49,32.341
50,32.378
51,32.405
52,32.427
53,32.450
54,32.498
55,32.536
56,32.562
57,32.594
58,32.638
59,32.703
60,32.750
61,32.788
62,32.824
63,32.863
64,32.911
65,33.087
66,33.219
67,33.419
68,33.803
69,34.254
70,34.602
71,34.861
72,35.076
73,36.323
74,37.572
75,40.233
76,41.901
77,44.595
78,47.493
79,50.873
80,67.112
81,215.616
82,236.470
83,734.579
84,736.652
85,737.651
86,737.996
87,739.154
88,739.403
89,742.236
90,747.854
91,752.938
92,7521.175
93,7545.453
94,7745.888
95,8177.122
96,8201.285
97,9051.434
98,10751.497
99,13643.638
100,14207.124
