Percentage served,Time in ms
0,29.905
1,30.972
2,31.004
3,31.031
4,31.059
5,31.089
6,31.174
7,31.198
8,31.210
9,31.218
10,31.228
11,31.236
12,31.243
13,31.249
14,31.258
15,31.269
16,31.282
17,31.385
18,31.479
19,31.533
20,31.551
21,31.564
22,31.572
23,31.578
24,31.588
25,31.596
26,31.606
27,31.616
28,31.625
29,31.633
30,31.643
31,31.653
32,31.663
33,31.672
34,31.686
35,31.700
36,31.711
37,31.724
38,31.741
39,31.773
40,31.815
41,31.850
42,31.866
43,31.879
44,31.894
45,31.906
46,31.919
47,31.932
48,31.951
49,31.967
50,32.001
51,32.035
52,32.098
53,32.122
54,32.137
55,32.152
56,32.163
57,32.175
58,32.189
59,32.204
60,32.221
61,32.240
62,32.276
63,32.313
64,32.346
65,32.369
66,32.382
67,32.402
68,32.421
69,32.438
70,32.459
71,32.480
72,32.513
73,32.556
74,32.594
75,32.628
76,32.667
77,32.713
78,32.816
79,32.869
80,32.949
81,33.064
82,33.430
83,33.980
84,34.826
85,37.109
86,38.195
87,41.384
88,48.791
89,51.173
90,230.863
91,632.731
92,635.419
93,636.603
94,636.895
95,638.315
96,638.510
97,641.359
98,1043.354
99,6974.890
100,6996.454
