Percentage served,Time in ms
0,29.137
1,31.240
2,31.304
3,31.337
4,31.351
5,31.363
6,31.372
7,31.381
8,31.392
9,31.400
10,31.409
11,31.416
12,31.424
13,31.432
14,31.445
15,31.458
16,31.467
17,31.476
18,31.488
19,31.498
20,31.505
21,31.514
22,31.524
23,31.539
24,31.554
25,31.566
26,31.584
27,31.599
28,31.616
29,31.632
30,31.642
31,31.654
32,31.665
33,31.674
34,31.682
35,31.688
36,31.695
37,31.701
38,31.708
39,31.717
40,31.730
41,31.739
42,31.747
43,31.753
44,31.761
45,31.767
46,31.778
47,31.788
48,31.800
49,31.809
50,31.818
51,31.827
52,31.845
53,31.878
54,31.918
55,31.945
56,31.967
57,31.993
58,32.023
59,32.046
60,32.095
61,32.168
62,32.206
63,32.231
64,32.250
65,32.270
66,32.294
67,32.310
68,32.333
69,32.372
70,32.407
71,32.436
72,32.457
73,32.493
74,32.544
75,32.593
76,32.638
77,32.681
78,32.733
79,32.815
80,32.893
81,33.042
82,33.484
83,34.214
84,35.945
85,37.318
86,40.785
87,42.312
88,51.141
89,225.414
90,626.953
91,633.058
92,635.527
93,636.393
94,638.713
95,639.262
96,641.651
97,6355.731
98,6383.449
99,6959.987
100,32600.271
