Percentage served,Time in ms
0,24.678
1,30.754
2,31.250
3,31.267
4,31.281
5,31.295
6,31.382
7,31.468
8,31.483
9,31.496
10,31.519
11,31.553
12,31.587
13,31.609
14,31.625
15,31.644
16,31.660
17,31.672
18,31.688
19,31.708
20,31.718
21,31.727
22,31.741
23,31.758
24,31.769
25,31.787
26,31.802
27,31.817
28,31.831
29,31.844
30,31.868
31,31.919
32,31.959
33,32.001
34,32.036
35,32.056
36,32.085
37,32.104
38,32.124
39,32.137
40,32.154
41,32.170
42,32.196
43,32.215
44,32.238
45,32.276
46,32.320
47,32.346
48,32.374
49,32.397
50,32.422
51,32.448
52,32.490
53,32.548
54,32.594
55,32.647
56,32.680
57,32.713
58,32.743
59,32.783
60,32.849
61,32.909
62,32.961
63,33.037
64,33.093
65,33.133
66,33.192
67,33.253
68,33.431
69,33.676
70,34.266
71,34.879
72,35.034
73,35.252
74,37.458
75,38.271
76,41.094
77,42.387
78,44.525
79,50.223
80,66.678
81,133.398
82,243.235
83,733.998
84,737.019
85,737.226
86,737.864
87,739.128
88,739.742
89,742.172
90,744.447
91,748.785
92,7348.437
93,7545.357
94,7741.522
95,7769.994
96,8195.643
97,9046.134
98,9553.437
99,13657.264
100,13688.319
