Percentage served,Time in ms
0,10.344
1,20.578
2,23.906
3,25.970
4,29.312
5,31.268
6,31.494
7,31.531
8,31.558
9,31.592
10,31.630
11,31.665
12,31.690
13,31.712
14,31.728
15,31.852
16,31.950
17,31.995
18,32.022
19,32.046
20,32.062
21,32.075
22,32.096
23,32.123
24,32.141
25,32.159
26,32.181
27,32.213
28,32.254
29,32.289
30,32.361
31,32.448
32,32.497
33,32.567
34,32.631
35,32.707
36,32.800
37,32.894
38,32.980
39,33.088
40,33.263
41,33.348
42,33.451
43,33.547
44,33.791
45,34.036
46,34.183
47,34.276
48,34.418
49,34.505
50,34.616
51,34.737
52,34.890
53,35.042
54,35.103
55,35.157
56,35.221
57,35.286
58,35.364
59,35.439
60,35.528
61,35.768
62,35.967
63,36.061
64,36.203
65,36.477
66,36.743
67,37.331
68,38.110
69,38.552
70,39.497
71,40.793
72,43.487
73,44.198
74,45.365
75,47.455
76,50.767
77,55.173
78,57.999
79,66.960
80,228.505
81,361.790
82,366.744
83,833.529
84,836.406
85,836.792
86,836.991
87,837.217
88,837.580
89,838.301
90,840.570
91,842.099
92,844.336
93,845.513
94,848.807
95,856.075
96,862.362
97,868.748
98,1060.468
99,13765.447
100,14454.908
