Percentage served,Time in ms
0,10.215
1,18.686
2,22.275
3,25.945
4,29.123
5,30.808
6,31.113
7,31.198
8,31.250
9,31.287
10,31.317
11,31.354
12,31.396
13,31.429
14,31.458
15,31.490
16,31.510
17,31.527
18,31.541
19,31.548
20,31.562
21,31.574
22,31.592
23,31.608
24,31.635
25,31.662
26,31.684
27,31.711
28,31.743
29,31.773
30,31.803
31,31.830
32,31.907
33,31.978
34,32.052
35,32.102
36,32.159
37,32.256
38,32.318
39,32.378
40,32.412
41,32.449
42,32.493
43,32.564
44,32.665
45,32.716
46,32.806
47,32.930
48,33.047
49,33.230
50,33.489
51,33.809
52,34.046
53,34.278
54,34.361
55,34.414
56,34.486
57,34.576
58,34.659
59,34.745
60,34.855
61,34.927
62,35.006
63,35.087
64,35.322
65,35.639
66,36.062
67,36.971
68,37.356
69,37.832
70,40.006
71,42.200
72,43.210
73,45.741
74,49.335
75,51.031
76,53.777
77,60.648
78,67.048
79,223.347
80,316.424
81,319.276
82,833.231
83,834.358
84,836.569
85,837.278
86,838.021
87,838.499
88,839.017
89,839.468
90,839.735
91,842.679
92,843.272
93,848.389
94,850.625
95,862.989
96,870.084
97,2716.803
98,13744.343
99,14497.148
100,32644.565
