Percentage served,Time in ms
0,24.617
1,31.139
2,31.253
3,31.281
4,31.302
5,31.327
6,31.349
7,31.372
8,31.406
9,31.436
10,31.455
11,31.470
12,31.484
13,31.495
14,31.514
15,31.532
16,31.544
17,31.556
18,31.567
19,31.582
20,31.595
21,31.606
22,31.620
23,31.641
24,31.662
25,31.683
26,31.700
27,31.711
28,31.722
29,31.732
30,31.744
31,31.753
32,31.764
33,31.776
34,31.786
35,31.799
36,31.806
37,31.816
38,31.824
39,31.833
40,31.842
41,31.855
42,31.868
43,31.883
44,31.905
45,31.938
46,31.965
47,32.046
48,32.136
49,32.165
50,32.194
51,32.243
52,32.284
53,32.340
54,32.385
55,32.441
56,32.496
57,32.566
58,32.625
59,32.678
60,32.722
61,32.780
62,32.846
63,32.885
64,32.919
65,32.958
66,33.043
67,33.352
68,33.577
69,33.790
70,34.232
71,34.397
72,34.544
73,34.792
74,35.116
75,35.749
76,37.085
77,37.976
78,41.091
79,41.915
80,45.033
81,48.175
82,50.904
83,67.559
84,96.336
85,96.609
86,237.805
87,733.598
88,736.237
89,736.655
90,738.231
91,738.767
92,738.902
93,741.368
94,742.112
95,748.040
96,9650.673
97,9904.376
98,9931.936
99,13518.947
100,32701.834
