starttime	seconds	ctime	dtime	ttime	wait
Sat Oct 19 01:02:51 2019	1571446971	0	24	25	24
Sat Oct 19 01:02:51 2019	1571446971	0	24	25	24
Sat Oct 19 01:02:51 2019	1571446971	0	25	25	25
Sat Oct 19 01:02:51 2019	1571446971	0	25	25	25
Sat Oct 19 01:02:51 2019	1571446971	0	25	25	25
Sat Oct 19 01:02:51 2019	1571446971	0	25	26	25
Sat Oct 19 01:02:51 2019	1571446971	0	26	26	26
Sat Oct 19 01:02:51 2019	1571446971	0	26	26	26
Sat Oct 19 01:02:51 2019	1571446971	0	26	26	26
Sat Oct 19 01:02:51 2019	1571446971	0	26	26	26
Sat Oct 19 01:02:51 2019	1571446971	0	26	26	26
Sat Oct 19 01:02:51 2019	1571446971	0	26	26	26
Sat Oct 19 01:02:51 2019	1571446971	0	27	27	27
Sat Oct 19 01:02:51 2019	1571446971	0	27	27	27
Sat Oct 19 01:02:51 2019	1571446971	0	27	27	27
Sat Oct 19 01:02:51 2019	1571446971	0	27	27	27
Sat Oct 19 01:02:51 2019	1571446971	0	27	27	27
Sat Oct 19 01:02:51 2019	1571446971	0	27	27	27
Sat Oct 19 01:02:51 2019	1571446971	0	27	27	27
Sat Oct 19 01:02:51 2019	1571446971	0	27	27	27
Sat Oct 19 01:02:51 2019	1571446971	0	27	27	27
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	27
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	28	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	29	28
Sat Oct 19 01:02:51 2019	1571446971	0	28	29	28
Sat Oct 19 01:02:51 2019	1571446971	0	29	29	29
Sat Oct 19 01:02:51 2019	1571446971	0	29	29	29
Sat Oct 19 01:02:51 2019	1571446971	0	29	29	29
Sat Oct 19 01:02:51 2019	1571446971	0	29	30	29
Sat Oct 19 01:02:51 2019	1571446971	0	30	30	30
Sat Oct 19 01:02:51 2019	1571446971	0	30	30	30
Sat Oct 19 01:02:48 2019	1571446968	0	30	30	30
Sat Oct 19 01:02:51 2019	1571446971	0	30	30	30
Sat Oct 19 01:02:51 2019	1571446971	0	30	30	30
Sat Oct 19 01:02:48 2019	1571446968	0	30	30	30
Sat Oct 19 01:02:48 2019	1571446968	0	30	30	30
Sat Oct 19 01:02:48 2019	1571446968	0	30	31	30
Sat Oct 19 01:02:51 2019	1571446971	0	30	31	30
Sat Oct 19 01:02:49 2019	1571446969	0	30	31	30
Sat Oct 19 01:02:51 2019	1571446971	0	31	31	31
Sat Oct 19 01:02:51 2019	1571446971	0	31	31	31
Sat Oct 19 01:02:51 2019	1571446971	0	31	31	31
Sat Oct 19 01:02:51 2019	1571446971	0	31	31	31
Sat Oct 19 01:02:51 2019	1571446971	0	31	31	31
Sat Oct 19 01:02:51 2019	1571446971	0	31	31	31
Sat Oct 19 01:02:48 2019	1571446968	0	31	31	31
Sat Oct 19 01:02:52 2019	1571446972	0	31	31	31
Sat Oct 19 01:02:49 2019	1571446969	0	31	31	31
Sat Oct 19 01:02:48 2019	1571446968	0	31	31	31
Sat Oct 19 01:02:48 2019	1571446968	0	31	31	31
Sat Oct 19 01:02:48 2019	1571446968	0	31	31	31
Sat Oct 19 01:02:51 2019	1571446971	0	31	31	31
Sat Oct 19 01:02:49 2019	1571446969	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:51 2019	1571446971	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:51 2019	1571446971	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:51 2019	1571446971	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
Sat Oct 19 01:02:46 2019	1571446966	0	31	31	31
