Percentage served,Time in ms
0,27.703
1,31.042
2,31.100
3,31.126
4,31.142
5,31.157
6,31.172
7,31.184
8,31.192
9,31.201
10,31.208
11,31.214
12,31.220
13,31.228
14,31.238
15,31.281
16,31.323
17,31.383
18,31.410
19,31.438
20,31.454
21,31.466
22,31.472
23,31.479
24,31.489
25,31.500
26,31.510
27,31.520
28,31.531
29,31.548
30,31.569
31,31.588
32,31.603
33,31.620
34,31.638
35,31.652
36,31.677
37,31.697
38,31.718
39,31.744
40,31.772
41,31.800
42,31.821
43,31.839
44,31.862
45,31.875
46,31.886
47,31.896
48,31.905
49,31.914
50,31.924
51,31.945
52,31.962
53,31.983
54,32.013
55,32.061
56,32.096
57,32.119
58,32.134
59,32.146
60,32.158
61,32.170
62,32.181
63,32.191
64,32.208
65,32.218
66,32.231
67,32.255
68,32.286
69,32.312
70,32.349
71,32.398
72,32.447
73,32.471
74,32.485
75,32.514
76,32.547
77,32.593
78,32.662
79,32.804
80,33.033
81,33.146
82,33.454
83,34.696
84,37.088
85,37.766
86,41.843
87,42.418
88,50.765
89,219.350
90,439.767
91,634.071
92,635.631
93,636.769
94,638.262
95,638.823
96,640.980
97,646.167
98,3064.321
99,6926.847
100,32689.896
