Percentage served,Time in ms
0,24.474
1,29.879
2,31.045
3,31.180
4,31.208
5,31.227
6,31.243
7,31.263
8,31.282
9,31.300
10,31.322
11,31.348
12,31.385
13,31.413
14,31.447
15,31.469
16,31.486
17,31.508
18,31.527
19,31.543
20,31.562
21,31.577
22,31.588
23,31.602
24,31.617
25,31.629
26,31.638
27,31.647
28,31.657
29,31.666
30,31.682
31,31.695
32,31.707
33,31.719
34,31.738
35,31.757
36,31.773
37,31.788
38,31.802
39,31.816
40,31.825
41,31.835
42,31.842
43,31.846
44,31.854
45,31.865
46,31.875
47,31.882
48,31.890
49,31.899
50,31.908
51,31.918
52,31.932
53,31.961
54,32.000
55,32.065
56,32.090
57,32.110
58,32.135
59,32.153
60,32.164
61,32.176
62,32.193
63,32.207
64,32.223
65,32.254
66,32.283
67,32.386
68,32.449
69,32.486
70,32.528
71,32.573
72,32.643
73,32.688
74,32.709
75,32.733
76,32.781
77,32.901
78,32.980
79,33.051
80,33.134
81,33.246
82,33.363
83,34.064
84,36.095
85,37.408
86,40.712
87,41.909
88,47.759
89,51.274
90,234.149
91,632.882
92,635.964
93,636.669
94,637.754
95,638.949
96,639.460
97,641.502
98,1054.508
99,7044.692
100,7065.371
