starttime	seconds	ctime	dtime	ttime	wait
Sat Oct 19 02:54:17 2019	1571453657	0	24	24	24
Sat Oct 19 02:54:17 2019	1571453657	0	24	25	24
Sat Oct 19 02:54:17 2019	1571453657	0	25	25	25
Sat Oct 19 02:54:17 2019	1571453657	0	25	25	25
Sat Oct 19 02:54:17 2019	1571453657	0	25	26	25
Sat Oct 19 02:54:17 2019	1571453657	0	25	26	25
Sat Oct 19 02:54:17 2019	1571453657	0	25	26	25
Sat Oct 19 02:54:17 2019	1571453657	0	26	26	26
Sat Oct 19 02:54:17 2019	1571453657	0	26	26	26
Sat Oct 19 02:54:17 2019	1571453657	0	26	26	26
Sat Oct 19 02:54:17 2019	1571453657	0	26	26	26
Sat Oct 19 02:54:17 2019	1571453657	0	26	26	26
Sat Oct 19 02:54:17 2019	1571453657	0	26	26	26
Sat Oct 19 02:54:17 2019	1571453657	0	26	26	26
Sat Oct 19 02:54:17 2019	1571453657	0	26	26	26
Sat Oct 19 02:54:17 2019	1571453657	0	26	26	26
Sat Oct 19 02:54:17 2019	1571453657	0	26	26	26
Sat Oct 19 02:54:17 2019	1571453657	0	26	26	26
Sat Oct 19 02:54:17 2019	1571453657	0	26	26	26
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	27	27
Sat Oct 19 02:54:17 2019	1571453657	0	27	28	27
Sat Oct 19 02:54:17 2019	1571453657	0	28	28	28
Sat Oct 19 02:54:16 2019	1571453656	0	28	28	28
Sat Oct 19 02:54:17 2019	1571453657	0	28	28	28
Sat Oct 19 02:54:17 2019	1571453657	0	28	28	28
Sat Oct 19 02:54:16 2019	1571453656	0	28	28	28
Sat Oct 19 02:54:17 2019	1571453657	0	28	28	28
Sat Oct 19 02:54:17 2019	1571453657	0	28	28	28
Sat Oct 19 02:54:17 2019	1571453657	0	28	28	28
Sat Oct 19 02:54:17 2019	1571453657	0	28	28	28
Sat Oct 19 02:54:17 2019	1571453657	0	28	28	28
Sat Oct 19 02:54:16 2019	1571453656	0	28	28	28
Sat Oct 19 02:54:17 2019	1571453657	0	28	29	28
Sat Oct 19 02:54:16 2019	1571453656	0	28	29	28
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:16 2019	1571453656	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:16 2019	1571453656	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:16 2019	1571453656	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:15 2019	1571453655	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:16 2019	1571453656	0	29	29	29
Sat Oct 19 02:54:16 2019	1571453656	0	29	29	29
Sat Oct 19 02:54:16 2019	1571453656	0	29	29	29
Sat Oct 19 02:54:16 2019	1571453656	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:16 2019	1571453656	0	29	29	29
Sat Oct 19 02:54:16 2019	1571453656	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:16 2019	1571453656	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	29	29	29
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	29
Sat Oct 19 02:54:15 2019	1571453655	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:16 2019	1571453656	0	29	30	29
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	29	30	29
Sat Oct 19 02:54:15 2019	1571453655	0	30	30	30
Sat Oct 19 02:54:15 2019	1571453655	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	29	30	29
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	29	30	29
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	29
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:16 2019	1571453656	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:15 2019	1571453655	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:15 2019	1571453655	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:16 2019	1571453656	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:13 2019	1571453653	0	30	30	30
Sat Oct 19 02:54:14 2019	1571453654	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:15 2019	1571453655	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:16 2019	1571453656	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:15 2019	1571453655	0	30	30	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	30	30
Sat Oct 19 02:54:13 2019	1571453653	0	30	30	30
Sat Oct 19 02:54:15 2019	1571453655	0	30	30	30
Sat Oct 19 02:54:16 2019	1571453656	0	30	30	30
Sat Oct 19 02:54:15 2019	1571453655	0	30	30	30
Sat Oct 19 02:54:13 2019	1571453653	0	30	31	30
Sat Oct 19 02:54:14 2019	1571453654	0	30	31	30
Sat Oct 19 02:54:17 2019	1571453657	0	30	31	30
Sat Oct 19 02:54:15 2019	1571453655	0	31	31	30
Sat Oct 19 02:54:16 2019	1571453656	0	30	31	30
Sat Oct 19 02:54:15 2019	1571453655	0	30	31	30
Sat Oct 19 02:54:14 2019	1571453654	0	31	31	31
Sat Oct 19 02:54:16 2019	1571453656	0	31	31	31
Sat Oct 19 02:54:15 2019	1571453655	0	31	31	31
Sat Oct 19 02:54:13 2019	1571453653	0	31	31	31
Sat Oct 19 02:54:13 2019	1571453653	0	31	31	31
Sat Oct 19 02:54:13 2019	1571453653	0	31	31	31
Sat Oct 19 02:54:16 2019	1571453656	0	31	31	31
Sat Oct 19 02:54:15 2019	1571453655	0	31	31	31
Sat Oct 19 02:54:14 2019	1571453654	0	31	31	31
Sat Oct 19 02:54:14 2019	1571453654	0	31	31	31
Sat Oct 19 02:54:14 2019	1571453654	0	31	31	31
Sat Oct 19 02:54:16 2019	1571453656	0	31	31	31
Sat Oct 19 02:54:16 2019	1571453656	0	31	31	31
Sat Oct 19 02:54:16 2019	1571453656	0	31	31	31
Sat Oct 19 02:54:13 2019	1571453653	0	31	31	31
