Percentage served,Time in ms
0,27.772
1,30.935
2,31.015
3,31.074
4,31.112
5,31.154
6,31.193
7,31.213
8,31.226
9,31.238
10,31.251
11,31.262
12,31.275
13,31.285
14,31.301
15,31.311
16,31.322
17,31.338
18,31.353
19,31.368
20,31.383
21,31.401
22,31.420
23,31.438
24,31.448
25,31.463
26,31.476
27,31.491
28,31.507
29,31.522
30,31.536
31,31.549
32,31.561
33,31.572
34,31.581
35,31.599
36,31.610
37,31.623
38,31.640
39,31.661
40,31.683
41,31.713
42,31.753
43,31.802
44,31.832
45,31.846
46,31.859
47,31.874
48,31.889
49,31.904
50,31.913
51,31.925
52,31.942
53,31.960
54,31.974
55,32.008
56,32.055
57,32.078
58,32.096
59,32.112
60,32.126
61,32.135
62,32.149
63,32.158
64,32.173
65,32.192
66,32.205
67,32.232
68,32.285
69,32.315
70,32.339
71,32.366
72,32.392
73,32.417
74,32.431
75,32.450
76,32.473
77,32.503
78,32.561
79,32.654
80,32.770
81,32.905
82,33.084
83,33.465
84,34.964
85,37.199
86,39.426
87,41.796
88,45.163
89,50.393
90,234.712
91,630.997
92,635.466
93,636.050
94,637.151
95,638.567
96,638.829
97,641.620
98,647.471
99,7003.085
100,7025.940
