Percentage served,Time in ms
0,24.207
1,31.011
2,31.184
3,31.233
4,31.257
5,31.276
6,31.289
7,31.301
8,31.309
9,31.315
10,31.321
11,31.329
12,31.336
13,31.343
14,31.350
15,31.361
16,31.369
17,31.378
18,31.386
19,31.393
20,31.403
21,31.412
22,31.424
23,31.433
24,31.446
25,31.456
26,31.464
27,31.476
28,31.486
29,31.494
30,31.504
31,31.516
32,31.531
33,31.542
34,31.552
35,31.568
36,31.586
37,31.603
38,31.616
39,31.637
40,31.670
41,31.700
42,31.722
43,31.737
44,31.751
45,31.783
46,31.801
47,31.827
48,31.863
49,31.887
50,31.921
51,31.954
52,31.974
53,32.007
54,32.046
55,32.078
56,32.120
57,32.143
58,32.175
59,32.222
60,32.266
61,32.324
62,32.447
63,32.505
64,32.559
65,32.671
66,32.752
67,32.883
68,32.968
69,33.092
70,33.348
71,33.988
72,34.086
73,34.164
74,34.246
75,34.400
76,34.621
77,34.890
78,35.162
79,35.483
80,36.207
81,37.254
82,39.383
83,41.005
84,41.874
85,45.735
86,49.341
87,64.587
88,203.281
89,239.902
90,732.208
91,735.891
92,736.752
93,737.311
94,738.728
95,739.658
96,741.481
97,746.784
98,749.231
99,7539.462
100,13614.256
