Percentage served,Time in ms
0,28.061
1,31.340
2,31.395
3,31.421
4,31.439
5,31.462
6,31.482
7,31.526
8,31.648
9,31.669
10,31.680
11,31.698
12,31.713
13,31.728
14,31.763
15,31.817
16,31.843
17,31.861
18,31.905
19,31.934
20,31.948
21,31.961
22,31.971
23,31.983
24,31.995
25,32.009
26,32.032
27,32.054
28,32.089
29,32.100
30,32.109
31,32.124
32,32.136
33,32.152
34,32.168
35,32.221
36,32.278
37,32.314
38,32.334
39,32.387
40,32.419
41,32.443
42,32.456
43,32.476
44,32.503
45,32.560
46,32.648
47,32.689
48,32.705
49,32.725
50,32.743
51,32.767
52,32.787
53,32.831
54,32.925
55,32.994
56,33.055
57,33.184
58,33.321
59,33.452
60,33.698
61,34.252
62,34.642
63,34.780
64,34.920
65,34.993
66,35.065
67,35.252
68,35.432
69,35.705
70,37.480
71,37.883
72,41.738
73,42.533
74,44.913
75,45.906
76,49.371
77,52.229
78,65.177
79,212.642
80,235.033
81,734.631
82,736.559
83,737.978
84,738.236
85,739.042
86,739.273
87,742.321
88,746.602
89,748.839
90,7328.688
91,8082.612
92,8119.281
93,8198.709
94,9040.472
95,9072.575
96,9792.866
97,10796.369
98,13630.023
99,14192.815
100,14226.101
