Percentage served,Time in ms
0,24.772
1,31.052
2,31.130
3,31.153
4,31.188
5,31.398
6,31.458
7,31.486
8,31.503
9,31.514
10,31.523
11,31.531
12,31.541
13,31.550
14,31.561
15,31.570
16,31.579
17,31.589
18,31.603
19,31.615
20,31.629
21,31.643
22,31.665
23,31.681
24,31.705
25,31.724
26,31.740
27,31.760
28,31.780
29,31.789
30,31.797
31,31.807
32,31.816
33,31.824
34,31.832
35,31.840
36,31.848
37,31.856
38,31.865
39,31.879
40,31.896
41,31.910
42,31.936
43,31.968
44,31.987
45,32.007
46,32.043
47,32.076
48,32.098
49,32.123
50,32.139
51,32.153
52,32.180
53,32.213
54,32.255
55,32.306
56,32.365
57,32.419
58,32.464
59,32.515
60,32.571
61,32.613
62,32.664
63,32.725
64,32.915
65,33.024
66,33.089
67,33.218
68,33.420
69,33.619
70,33.937
71,34.236
72,34.354
73,34.448
74,34.568
75,34.698
76,35.170
77,35.569
78,36.794
79,36.945
80,37.217
81,40.055
82,41.893
83,43.889
84,46.903
85,49.936
86,65.282
87,96.551
88,99.583
89,233.379
90,733.405
91,736.190
92,736.824
93,738.004
94,738.202
95,738.904
96,740.768
97,742.258
98,748.277
99,13526.369
100,13557.653
