Percentage served,Time in ms
0,24.113
1,29.816
2,31.206
3,31.269
4,31.307
5,31.334
6,31.350
7,31.364
8,31.372
9,31.381
10,31.390
11,31.400
12,31.408
13,31.417
14,31.427
15,31.437
16,31.445
17,31.454
18,31.463
19,31.470
20,31.478
21,31.486
22,31.494
23,31.507
24,31.519
25,31.533
26,31.549
27,31.576
28,31.597
29,31.613
30,31.626
31,31.634
32,31.643
33,31.650
34,31.656
35,31.664
36,31.671
37,31.681
38,31.690
39,31.699
40,31.706
41,31.713
42,31.725
43,31.737
44,31.749
45,31.764
46,31.780
47,31.800
48,31.826
49,31.846
50,31.858
51,31.867
52,31.879
53,31.894
54,31.917
55,31.940
56,31.958
57,31.969
58,31.981
59,31.999
60,32.030
61,32.068
62,32.099
63,32.130
64,32.153
65,32.172
66,32.189
67,32.206
68,32.219
69,32.229
70,32.241
71,32.263
72,32.293
73,32.357
74,32.427
75,32.494
76,32.641
77,32.746
78,32.873
79,32.961
80,33.070
81,33.388
82,33.743
83,34.608
84,37.022
85,38.400
86,40.399
87,41.975
88,45.350
89,50.669
90,230.168
91,631.137
92,635.331
93,636.006
94,637.048
95,637.856
96,638.603
97,641.052
98,647.472
99,6929.778
100,6950.141
