Percentage served,Time in ms
0,18.300
1,25.727
2,30.647
3,30.862
4,30.903
5,30.944
6,31.005
7,31.052
8,31.079
9,31.097
10,31.110
11,31.127
12,31.146
13,31.193
14,31.263
15,31.307
16,31.341
17,31.369
18,31.399
19,31.421
20,31.442
21,31.465
22,31.490
23,31.508
24,31.522
25,31.537
26,31.551
27,31.570
28,31.589
29,31.606
30,31.637
31,31.664
32,31.702
33,31.734
34,31.783
35,31.843
36,31.867
37,31.887
38,31.909
39,31.920
40,31.935
41,31.953
42,31.974
43,31.991
44,32.007
45,32.021
46,32.047
47,32.070
48,32.090
49,32.109
50,32.145
51,32.179
52,32.213
53,32.266
54,32.292
55,32.325
56,32.356
57,32.418
58,32.463
59,32.526
60,32.568
61,32.616
62,32.659
63,32.704
64,32.758
65,32.830
66,32.897
67,32.956
68,33.016
69,33.126
70,33.501
71,33.693
72,33.779
73,33.934
74,34.068
75,34.235
76,34.474
77,34.956
78,36.250
79,37.129
80,39.929
81,41.961
82,44.143
83,47.570
84,50.897
85,54.222
86,66.827
87,96.866
88,205.001
89,233.813
90,730.871
91,735.217
92,736.517
93,736.987
94,738.534
95,738.898
96,739.426
97,741.964
98,748.034
99,7632.192
100,13653.870
