Percentage served,Time in ms
0,30.057
1,31.099
2,31.196
3,31.260
4,31.300
5,31.314
6,31.327
7,31.337
8,31.343
9,31.348
10,31.356
11,31.365
12,31.381
13,31.392
14,31.408
15,31.430
16,31.463
17,31.528
18,31.585
19,31.608
20,31.629
21,31.649
22,31.663
23,31.676
24,31.694
25,31.704
26,31.716
27,31.731
28,31.755
29,31.773
30,31.798
31,31.829
32,31.848
33,31.866
34,31.884
35,31.917
36,31.944
37,31.962
38,32.003
39,32.051
40,32.096
41,32.136
42,32.167
43,32.199
44,32.232
45,32.272
46,32.345
47,32.391
48,32.412
49,32.433
50,32.451
51,32.468
52,32.495
53,32.527
54,32.563
55,32.622
56,32.672
57,32.710
58,32.748
59,32.794
60,32.835
61,32.872
62,32.929
63,33.005
64,33.113
65,33.293
66,33.444
67,33.765
68,34.024
69,34.169
70,34.262
71,34.329
72,34.423
73,34.605
74,34.665
75,34.721
76,34.826
77,34.938
78,35.335
79,36.299
80,36.834
81,38.123
82,38.715
83,43.899
84,50.908
85,65.704
86,158.052
87,161.837
88,230.130
89,735.368
90,735.864
91,736.180
92,736.577
93,738.299
94,740.996
95,744.888
96,746.441
97,748.468
98,7823.591
99,13726.276
100,14219.058
