Percentage served,Time in ms
0,29.748
1,31.467
2,31.541
3,31.565
4,31.581
5,31.593
6,31.604
7,31.613
8,31.619
9,31.628
10,31.635
11,31.642
12,31.648
13,31.656
14,31.663
15,31.670
16,31.675
17,31.681
18,31.686
19,31.693
20,31.701
21,31.714
22,31.727
23,31.741
24,31.772
25,31.806
26,31.824
27,31.838
28,31.847
29,31.854
30,31.859
31,31.866
32,31.873
33,31.883
34,31.891
35,31.900
36,31.908
37,31.915
38,31.921
39,31.930
40,31.938
41,31.948
42,31.960
43,31.972
44,31.988
45,32.012
46,32.043
47,32.066
48,32.086
49,32.106
50,32.126
51,32.143
52,32.164
53,32.185
54,32.201
55,32.222
56,32.258
57,32.290
58,32.316
59,32.345
60,32.370
61,32.394
62,32.416
63,32.435
64,32.459
65,32.475
66,32.506
67,32.547
68,32.580
69,32.614
70,32.645
71,32.679
72,32.717
73,32.773
74,32.858
75,32.961
76,33.026
77,33.100
78,33.173
79,33.337
80,33.762
81,34.510
82,35.525
83,37.585
84,41.428
85,42.467
86,50.961
87,219.109
88,241.014
89,635.930
90,636.583
91,637.601
92,638.843
93,639.110
94,641.733
95,6355.687
96,6402.760
97,6453.153
98,6892.619
99,32611.812
100,32865.641
