Percentage served,Time in ms
0,27.240
1,30.894
2,30.925
3,30.943
4,30.967
5,31.144
6,31.178
7,31.198
8,31.224
9,31.272
10,31.412
11,31.464
12,31.483
13,31.499
14,31.509
15,31.517
16,31.525
17,31.531
18,31.537
19,31.545
20,31.551
21,31.559
22,31.567
23,31.577
24,31.587
25,31.600
26,31.613
27,31.635
28,31.658
29,31.680
30,31.696
31,31.711
32,31.720
33,31.730
34,31.740
35,31.749
36,31.758
37,31.766
38,31.772
39,31.778
40,31.785
41,31.794
42,31.808
43,31.819
44,31.828
45,31.835
46,31.842
47,31.849
48,31.857
49,31.864
50,31.870
51,31.878
52,31.885
53,31.893
54,31.901
55,31.912
56,31.924
57,31.938
58,31.947
59,31.955
60,31.966
61,31.979
62,31.994
63,32.014
64,32.039
65,32.091
66,32.149
67,32.177
68,32.200
69,32.222
70,32.263
71,32.319
72,32.356
73,32.387
74,32.416
75,32.445
76,32.469
77,32.494
78,32.535
79,32.579
80,32.723
81,32.983
82,33.149
83,33.346
84,33.714
85,34.698
86,36.729
87,37.620
88,41.134
89,41.995
90,50.682
91,226.701
92,631.294
93,635.713
94,636.475
95,637.772
96,638.439
97,639.496
98,641.333
99,7069.706
100,7091.756
