Percentage served,Time in ms
0,30.204
1,31.419
2,31.484
3,31.527
4,31.544
5,31.554
6,31.565
7,31.573
8,31.581
9,31.587
10,31.592
11,31.597
12,31.602
13,31.608
14,31.613
15,31.618
16,31.623
17,31.628
18,31.633
19,31.638
20,31.643
21,31.650
22,31.658
23,31.667
24,31.681
25,31.694
26,31.709
27,31.719
28,31.738
29,31.768
30,31.789
31,31.804
32,31.817
33,31.828
34,31.835
35,31.841
36,31.848
37,31.856
38,31.863
39,31.869
40,31.874
41,31.880
42,31.887
43,31.891
44,31.896
45,31.901
46,31.907
47,31.915
48,31.922
49,31.931
50,31.938
51,31.946
52,31.953
53,31.960
54,31.968
55,31.976
56,31.986
57,31.995
58,32.008
59,32.030
60,32.062
61,32.112
62,32.145
63,32.172
64,32.188
65,32.202
66,32.216
67,32.231
68,32.250
69,32.281
70,32.327
71,32.390
72,32.429
73,32.458
74,32.505
75,32.547
76,32.606
77,32.663
78,32.713
79,32.752
80,32.798
81,32.879
82,33.061
83,33.309
84,33.483
85,33.819
86,35.425
87,37.428
88,40.682
89,42.013
90,49.508
91,222.846
92,244.525
93,635.352
94,636.541
95,637.014
96,639.101
97,639.378
98,641.952
99,6870.951
100,6891.832
