Percentage served,Time in ms
0,9.633
1,24.782
2,30.946
3,31.146
4,31.170
5,31.185
6,31.196
7,31.208
8,31.245
9,31.390
10,31.433
11,31.459
12,31.491
13,31.517
14,31.546
15,31.589
16,31.634
17,31.674
18,31.701
19,31.724
20,31.749
21,31.770
22,31.795
23,31.818
24,31.839
25,31.879
26,31.943
27,31.968
28,31.983
29,32.010
30,32.058
31,32.101
32,32.163
33,32.232
34,32.298
35,32.449
36,32.556
37,32.664
38,32.737
39,32.796
40,32.881
41,33.028
42,33.224
43,33.454
44,33.682
45,33.893
46,33.979
47,34.109
48,34.211
49,34.294
50,34.368
51,34.414
52,34.564
53,34.640
54,34.705
55,34.782
56,34.860
57,34.910
58,34.979
59,35.028
60,35.066
61,35.123
62,35.168
63,35.232
64,35.285
65,35.465
66,35.828
67,36.315
68,36.522
69,36.856
70,37.212
71,37.824
72,39.120
73,41.045
74,42.171
75,44.405
76,45.788
77,49.809
78,54.096
79,63.267
80,65.854
81,227.587
82,250.133
83,250.413
84,834.582
85,834.987
86,836.368
87,837.176
88,837.801
89,838.504
90,838.970
91,839.177
92,839.346
93,839.772
94,840.563
95,843.021
96,848.446
97,850.541
98,865.811
99,13721.457
100,13750.965
