starttime	seconds	ctime	dtime	ttime	wait
Sat Oct 19 03:05:33 2019	1571454333	0	29	29	29
Sat Oct 19 03:05:33 2019	1571454333	0	30	30	29
Sat Oct 19 03:05:33 2019	1571454333	0	30	30	30
Sat Oct 19 03:05:33 2019	1571454333	0	30	30	30
Sat Oct 19 03:05:33 2019	1571454333	0	30	30	30
Sat Oct 19 03:05:33 2019	1571454333	0	30	30	30
Sat Oct 19 03:05:33 2019	1571454333	0	30	30	30
Sat Oct 19 03:05:30 2019	1571454330	0	30	30	30
Sat Oct 19 03:05:33 2019	1571454333	0	30	30	30
Sat Oct 19 03:05:30 2019	1571454330	0	30	30	30
Sat Oct 19 03:05:33 2019	1571454333	0	30	30	30
Sat Oct 19 03:05:30 2019	1571454330	0	30	30	30
Sat Oct 19 03:05:33 2019	1571454333	0	30	30	30
Sat Oct 19 03:05:33 2019	1571454333	0	30	31	30
Sat Oct 19 03:05:33 2019	1571454333	0	30	31	30
Sat Oct 19 03:05:30 2019	1571454330	0	30	31	30
Sat Oct 19 03:05:32 2019	1571454332	0	30	31	30
Sat Oct 19 03:05:35 2019	1571454335	0	31	31	31
Sat Oct 19 03:05:33 2019	1571454333	0	31	31	31
Sat Oct 19 03:05:35 2019	1571454335	0	31	31	31
Sat Oct 19 03:05:35 2019	1571454335	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:33 2019	1571454333	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:35 2019	1571454335	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:35 2019	1571454335	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:33 2019	1571454333	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:35 2019	1571454335	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
Sat Oct 19 03:05:30 2019	1571454330	0	31	31	31
