Percentage served,Time in ms
0,29.181
1,30.978
2,31.026
3,31.054
4,31.071
5,31.090
6,31.115
7,31.177
8,31.227
9,31.264
10,31.314
11,31.366
12,31.404
13,31.422
14,31.435
15,31.453
16,31.464
17,31.475
18,31.483
19,31.492
20,31.499
21,31.507
22,31.515
23,31.524
24,31.531
25,31.542
26,31.551
27,31.558
28,31.567
29,31.577
30,31.591
31,31.602
32,31.617
33,31.634
34,31.651
35,31.668
36,31.684
37,31.697
38,31.708
39,31.716
40,31.725
41,31.731
42,31.741
43,31.750
44,31.762
45,31.772
46,31.784
47,31.797
48,31.811
49,31.826
50,31.838
51,31.854
52,31.871
53,31.893
54,31.934
55,31.973
56,31.991
57,32.008
58,32.026
59,32.038
60,32.057
61,32.104
62,32.200
63,32.235
64,32.277
65,32.307
66,32.358
67,32.384
68,32.403
69,32.420
70,32.443
71,32.461
72,32.483
73,32.513
74,32.567
75,32.627
76,32.673
77,32.725
78,32.759
79,32.793
80,32.859
81,32.973
82,33.066
83,33.304
84,33.996
85,34.825
86,37.289
87,39.086
88,41.740
89,50.015
90,214.169
91,238.001
92,633.194
93,635.969
94,637.051
95,637.427
96,638.418
97,640.672
98,641.898
99,6942.047
100,6964.493
