Percentage served,Time in ms
0,28.318
1,31.527
2,31.596
3,31.615
4,31.630
5,31.641
6,31.651
7,31.660
8,31.670
9,31.681
10,31.692
11,31.702
12,31.709
13,31.715
14,31.721
15,31.726
16,31.734
17,31.744
18,31.754
19,31.769
20,31.783
21,31.808
22,31.831
23,31.848
24,31.863
25,31.880
26,31.896
27,31.906
28,31.918
29,31.928
30,31.940
31,31.954
32,31.977
33,32.002
34,32.016
35,32.030
36,32.043
37,32.056
38,32.108
39,32.170
40,32.185
41,32.196
42,32.206
43,32.214
44,32.221
45,32.232
46,32.248
47,32.262
48,32.277
49,32.296
50,32.333
51,32.377
52,32.426
53,32.462
54,32.503
55,32.593
56,32.696
57,32.748
58,32.810
59,32.923
60,32.971
61,33.012
62,33.074
63,33.181
64,33.266
65,33.488
66,33.756
67,34.462
68,34.817
69,35.113
70,36.800
71,37.423
72,39.490
73,41.975
74,45.014
75,50.541
76,65.373
77,68.499
78,93.690
79,226.980
80,733.167
81,736.372
82,737.787
83,737.939
84,738.946
85,739.304
86,742.342
87,744.191
88,748.179
89,7299.938
90,7496.763
91,7524.516
92,7737.162
93,8189.928
94,8217.697
95,9098.086
96,10885.441
97,13586.733
98,13620.758
99,14429.736
100,14458.578
