Percentage served,Time in ms
0,29.803
1,31.179
2,31.241
3,31.286
4,31.325
5,31.362
6,31.384
7,31.408
8,31.442
9,31.474
10,31.507
11,31.546
12,31.583
13,31.604
14,31.621
15,31.633
16,31.648
17,31.674
18,31.700
19,31.734
20,31.763
21,31.790
22,31.809
23,31.821
24,31.834
25,31.845
26,31.852
27,31.861
28,31.873
29,31.885
30,31.896
31,31.908
32,31.927
33,31.940
34,31.956
35,31.980
36,32.006
37,32.040
38,32.062
39,32.085
40,32.115
41,32.136
42,32.166
43,32.197
44,32.220
45,32.244
46,32.266
47,32.280
48,32.306
49,32.358
50,32.421
51,32.460
52,32.490
53,32.582
54,32.666
55,32.709
56,32.743
57,32.791
58,32.861
59,32.935
60,33.290
61,33.499
62,33.786
63,34.109
64,34.242
65,34.395
66,34.551
67,34.643
68,34.754
69,34.911
70,35.058
71,35.195
72,35.388
73,35.550
74,36.211
75,36.769
76,37.554
77,39.758
78,41.649
79,43.809
80,44.845
81,49.883
82,55.884
83,68.707
84,219.540
85,730.892
86,735.081
87,736.658
88,737.545
89,737.962
90,738.789
91,739.352
92,742.298
93,747.439
94,760.882
95,1757.324
96,8125.670
97,9023.327
98,11413.387
99,13651.390
100,14260.501
