Percentage served,Time in ms
0,28.021
1,31.002
2,31.129
3,31.189
4,31.214
5,31.227
6,31.239
7,31.249
8,31.256
9,31.265
10,31.272
11,31.281
12,31.290
13,31.301
14,31.310
15,31.318
16,31.325
17,31.334
18,31.345
19,31.354
20,31.367
21,31.378
22,31.391
23,31.406
24,31.420
25,31.435
26,31.445
27,31.454
28,31.462
29,31.468
30,31.473
31,31.480
32,31.486
33,31.490
34,31.497
35,31.502
36,31.506
37,31.510
38,31.516
39,31.523
40,31.529
41,31.534
42,31.540
43,31.546
44,31.552
45,31.558
46,31.565
47,31.572
48,31.580
49,31.587
50,31.593
51,31.602
52,31.609
53,31.617
54,31.626
55,31.635
56,31.645
57,31.657
58,31.670
59,31.686
60,31.707
61,31.725
62,31.735
63,31.744
64,31.754
65,31.764
66,31.773
67,31.789
68,31.808
69,31.842
70,31.876
71,31.924
72,31.982
73,32.049
74,32.091
75,32.161
76,32.180
77,32.199
78,32.227
79,32.303
80,32.380
81,32.421
82,32.458
83,32.550
84,32.943
85,33.269
86,34.388
87,35.934
88,41.051
89,42.363
90,228.518
91,532.840
92,535.384
93,537.480
94,537.880
95,538.714
96,1247.327
97,4732.940
98,6385.927
99,6939.907
100,6961.777
