Percentage served,Time in ms
0,27.819
1,31.075
2,31.140
3,31.165
4,31.186
5,31.201
6,31.222
7,31.240
8,31.271
9,31.307
10,31.357
11,31.390
12,31.407
13,31.424
14,31.437
15,31.453
16,31.470
17,31.484
18,31.502
19,31.519
20,31.536
21,31.551
22,31.560
23,31.570
24,31.581
25,31.590
26,31.600
27,31.609
28,31.618
29,31.626
30,31.634
31,31.643
32,31.654
33,31.667
34,31.678
35,31.694
36,31.717
37,31.735
38,31.760
39,31.794
40,31.819
41,31.854
42,31.888
43,31.912
44,31.941
45,31.956
46,31.971
47,31.990
48,32.020
49,32.055
50,32.119
51,32.150
52,32.168
53,32.179
54,32.189
55,32.198
56,32.205
57,32.213
58,32.220
59,32.228
60,32.239
61,32.255
62,32.273
63,32.286
64,32.306
65,32.326
66,32.355
67,32.378
68,32.409
69,32.447
70,32.481
71,32.517
72,32.573
73,32.630
74,32.664
75,32.701
76,32.740
77,32.778
78,32.843
79,32.945
80,33.058
81,33.240
82,33.416
83,33.605
84,34.755
85,37.114
86,38.295
87,41.773
88,45.939
89,51.242
90,230.174
91,631.352
92,635.290
93,636.440
94,636.933
95,638.639
96,639.017
97,641.413
98,647.368
99,6971.051
100,6992.180
