Percentage served,Time in ms
0,18.378
1,29.745
2,31.421
3,31.500
4,31.568
5,31.602
6,31.620
7,31.635
8,31.652
9,31.668
10,31.685
11,31.696
12,31.706
13,31.720
14,31.730
15,31.740
16,31.749
17,31.758
18,31.765
19,31.771
20,31.778
21,31.788
22,31.798
23,31.812
24,31.824
25,31.834
26,31.841
27,31.849
28,31.856
29,31.864
30,31.872
31,31.882
32,31.891
33,31.902
34,31.918
35,31.930
36,31.941
37,31.952
38,31.969
39,31.995
40,32.014
41,32.037
42,32.059
43,32.093
44,32.117
45,32.149
46,32.175
47,32.223
48,32.289
49,32.328
50,32.369
51,32.412
52,32.444
53,32.470
54,32.498
55,32.534
56,32.572
57,32.615
58,32.664
59,32.701
60,32.737
61,32.773
62,32.814
63,32.869
64,32.909
65,32.968
66,33.049
67,33.155
68,33.341
69,33.513
70,33.655
71,33.944
72,34.158
73,34.361
74,34.559
75,34.672
76,34.795
77,35.118
78,36.362
79,37.538
80,38.954
81,40.985
82,42.794
83,45.700
84,50.150
85,52.479
86,62.168
87,63.127
88,76.620
89,233.797
90,733.286
91,736.222
92,737.447
93,737.723
94,738.499
95,739.197
96,741.761
97,742.437
98,748.433
99,13688.713
100,13739.918
