Percentage served,Time in ms
0,29.970
1,30.926
2,30.951
3,30.971
4,30.996
5,31.239
6,31.383
7,31.426
8,31.465
9,31.499
10,31.522
11,31.542
12,31.559
13,31.575
14,31.592
15,31.606
16,31.617
17,31.628
18,31.637
19,31.647
20,31.657
21,31.668
22,31.680
23,31.692
24,31.706
25,31.724
26,31.740
27,31.783
28,31.810
29,31.825
30,31.839
31,31.858
32,31.876
33,31.894
34,31.906
35,31.916
36,31.933
37,31.957
38,31.968
39,31.980
40,31.993
41,32.007
42,32.026
43,32.064
44,32.091
45,32.129
46,32.165
47,32.191
48,32.222
49,32.243
50,32.262
51,32.292
52,32.331
53,32.375
54,32.411
55,32.453
56,32.507
57,32.584
58,32.649
59,32.692
60,32.726
61,32.766
62,32.838
63,32.969
64,33.093
65,33.164
66,33.234
67,33.329
68,33.419
69,33.575
70,33.852
71,34.230
72,34.395
73,34.579
74,34.678
75,34.814
76,35.003
77,35.295
78,36.441
79,37.440
80,39.765
81,41.808
82,43.246
83,45.167
84,50.282
85,55.534
86,69.006
87,94.480
88,219.792
89,731.135
90,735.282
91,736.582
92,736.824
93,738.783
94,739.102
95,739.268
96,741.886
97,747.969
98,1052.124
99,13698.793
100,14197.207
