Percentage served,Time in ms
0,11.921
1,25.286
2,31.197
3,31.274
4,31.312
5,31.354
6,31.389
7,31.439
8,31.484
9,31.520
10,31.547
11,31.600
12,31.674
13,31.712
14,31.727
15,31.747
16,31.764
17,31.774
18,31.794
19,31.828
20,31.881
21,31.919
22,31.946
23,31.959
24,31.974
25,31.993
26,32.020
27,32.104
28,32.180
29,32.234
30,32.271
31,32.295
32,32.325
33,32.367
34,32.414
35,32.490
36,32.654
37,32.859
38,32.977
39,33.073
40,33.173
41,33.320
42,33.484
43,33.582
44,33.790
45,33.987
46,34.119
47,34.421
48,34.545
49,34.620
50,34.685
51,34.806
52,34.848
53,34.966
54,35.035
55,35.133
56,35.179
57,35.227
58,35.267
59,35.323
60,35.405
61,35.512
62,35.587
63,35.677
64,35.929
65,36.236
66,37.563
67,38.196
68,39.152
69,40.672
70,40.987
71,41.601
72,41.839
73,42.163
74,43.481
75,44.794
76,46.419
77,49.981
78,54.479
79,63.548
80,67.470
81,177.157
82,233.506
83,832.339
84,835.968
85,837.110
86,837.615
87,838.537
88,838.830
89,839.413
90,839.705
91,839.878
92,840.535
93,842.122
94,842.762
95,847.271
96,851.322
97,853.310
98,863.783
99,13560.536
100,13600.059
