,experiment_name,experiment_start,experiment_stop,param__func__de.upb.http-apache.0.1__cmd_start,param__func__de.upb.http-apache.0.1__cmd_stop,param__func__de.upb.http-apache.0.1__cpu_bw,param__func__de.upb.http-apache.0.1__cpu_cores,param__func__de.upb.http-apache.0.1__io_bw,param__func__de.upb.http-apache.0.1__mem_max,param__func__de.upb.http-apache.0.1__mem_swap_max,param__func__mp.input__cmd_start,param__func__mp.input__cmd_stop,param__func__mp.input__cpu_bw,param__func__mp.input__cpu_cores,param__func__mp.input__io_bw,param__func__mp.input__mem_max,param__func__mp.input__mem_swap_max,param__func__mp.output__cmd_start,param__func__mp.output__cmd_stop,param__func__mp.output__cpu_bw,param__func__mp.output__cpu_cores,param__func__mp.output__io_bw,param__func__mp.output__mem_max,param__func__mp.output__mem_swap_max,param__header__all__config_id,param__header__all__repetition,param__header__all__time_limit,param__header__all__time_warmup,param__mp__mp.input__address,param__mp__mp.input__connection_point,param__mp__mp.input__container,param__mp__mp.input__name,param__mp__mp.output__address,param__mp__mp.output__connection_point,param__mp__mp.output__container,param__mp__mp.output__name,run_id
0,apache_performance_00000,2019-08-25 15:09:08.236852,2019-08-25 15:09:38.268356,./start.sh small_ruleset,./stop.sh,0.5,1,,2048,,ab -n 1000 -c 1000 -e /tngbench_share/op.csv -g /tngbench_share/op.data http://172.17.0.3/ ,./stop.sh,,1,,1024,,,./stop.sh,,1,,1024,,0,0,30,5,20.0.0.1/24,ns:input,arjun1638/traffic_gen:latest,mp.input,20.0.0.254/24,ns:output,arjun1638/traffic_gen:latest,mp.output,0
