Percentage served,Time in ms
0,30.047
1,31.494
2,31.596
3,31.633
4,31.649
5,31.659
6,31.665
7,31.672
8,31.678
9,31.683
10,31.687
11,31.691
12,31.694
13,31.698
14,31.702
15,31.706
16,31.709
17,31.713
18,31.715
19,31.719
20,31.722
21,31.725
22,31.729
23,31.732
24,31.737
25,31.741
26,31.745
27,31.749
28,31.756
29,31.761
30,31.767
31,31.772
32,31.779
33,31.788
34,31.798
35,31.809
36,31.824
37,31.834
38,31.861
39,31.878
40,31.895
41,31.910
42,31.924
43,31.935
44,31.941
45,31.949
46,31.954
47,31.957
48,31.962
49,31.968
50,31.973
51,31.980
52,31.988
53,31.994
54,32.001
55,32.009
56,32.016
57,32.025
58,32.036
59,32.048
60,32.062
61,32.086
62,32.118
63,32.146
64,32.176
65,32.202
66,32.227
67,32.247
68,32.270
69,32.288
70,32.305
71,32.328
72,32.345
73,32.368
74,32.393
75,32.432
76,32.469
77,32.505
78,32.535
79,32.580
80,32.661
81,32.824
82,33.201
83,33.341
84,33.442
85,33.661
86,33.916
87,34.929
88,35.182
89,35.641
90,37.170
91,37.678
92,42.188
93,229.917
94,533.599
95,533.958
96,535.147
97,535.846
98,536.396
99,6837.397
100,6859.351
